frame,ID,centroidX,centroidY,dir,1cm
0,3959,1524.6863905325445,425.8757396449704,137.8637877707737,53.943247369296365
11,3815,974.5299995813576,543.9463317013626,181.4444922653882,3578.161538204257
12,3815,973.8059746868289,543.8784512587865,181.36705107502414,3578.4955222433186
12,3087,825.3484466834593,469.5062972292192,137.74004248619278,120.73601087903344
14,3815,974.2400754916667,543.964013291902,181.41359997101094,3577.992020099731
15,3815,974.0623116306585,543.4794719643802,181.39336904770735,3581.195774950611
15,1875,780.2086956521739,536.9043478260869,274.4480682139739,46.50594695688456
16,3815,973.6614322000888,543.4889916007878,181.35064688630356,3581.0683384667095
17,3055,974.511477147992,543.4429007762885,270.14373209915277,6486.763591790924
18,3815,973.9137573341291,543.5536784744133,181.3777190648038,3580.6772626191105
19,3815,973.8468653879708,543.6937455900572,181.37094283566904,3579.7330547522297
30,3984,1443.3202614379086,188.34313725490196,251.33199557596964,88.38265425892396
33,3815,973.7113014508211,544.2391578750612,181.35786078803358,3576.076484274799
33,3454,803.5785536159601,538.8852867830424,236.40156849405736,84.88905890712344
34,3815,973.660468213606,544.1653632040017,181.35224663114408,3576.560297160035
35,3055,973.8114617020914,544.3079873326898,270.1949303171248,6482.1139258988
38,3609,790.668253968254,392.5888888888889,99.49069368647724,154.96202272545628
40,4087,1236.717791411043,882.6073619631902,100.98904463663892,51.60246083719116
43,3070,642.0774647887324,577.9295774647887,316.49480693433577,33.00375448327106
51,1809,751.5018050541516,452.42238267148014,22.288639949038615,85.99285423322173
57,3720,499.2473867595819,671.7700348432056,187.04471922875038,89.70507931345252
61,3549,499.36042402826854,671.9505300353356,243.26989011193598,40.79782467562912
61,4080,874.72,422.58,292.4762053129766,87.17838064712011
64,3072,625.3360655737705,643.8319672131148,166.2797782410034,96.55828135595088
101,4091,464.3076923076923,1022.6495726495726,137.28779400986247,38.27086680761098
102,1975,605.5236220472441,166.59448818897638,140.63251861104553,68.67074130289336
104,4080,796.018691588785,430.42056074766356,333.92106704649535,59.05910624360515
105,3447,779.9032258064516,529.3629032258065,1.927168625217602,42.55879487078242
107,2287,489.41379310344826,1007.1793103448276,344.2729993478265,52.8329828437006
107,1011,874.0,422.35021097046416,284.21026765104295,81.59092611139388
108,1911,781.8532110091743,529.0,339.4993306116575,41.87706136887754
111,3959,738.0490797546013,394.69325153374234,102.20799236627448,39.61071480903027
114,3822,604.7095238095238,163.10476190476192,353.9367341069157,45.60899449276855
114,4079,737.716049382716,395.22222222222223,17.546168915937063,53.04956008505452
116,3547,624.3935185185185,519.375,30.09803222212545,50.15179477496905
118,3470,625.003937007874,520.1929133858267,297.34050785170655,62.05788337143067
120,4080,727.4812030075188,695.2781954887218,114.5338579965566,71.9337086327235
