frame,ID,centroidX,centroidY,dir,1cm
1,4095,657.928,623.344,178.29160928258068,96.32202341318673
1,409,771.3694267515923,511.62420382165607,343.92050631701966,45.882095130445734
25,3298,766.479381443299,561.7061855670103,92.01521707585756,62.747415620506445
101,3447,591.2549019607843,662.3627450980392,243.6784543453516,31.88522507888061
108,4013,594.0895522388059,617.0298507462686,199.6094225294397,54.432356223528124
110,3549,939.2962962962963,372.6666666666667,102.95243433137504,38.332478403081126
115,2019,591.9435483870968,660.2983870967741,86.22836609938999,34.77018854599418
116,2935,675.6608695652174,638.3130434782609,66.05424441134994,38.36767227293193
118,3840,750.8361581920904,438.40677966101697,305.1088395071066,94.66291569587449
122,3771,782.0131578947369,522.625,209.86781614516596,67.72692102536443
123,539,596.2584269662922,662.7528089887641,94.83978955074183,60.40782852234126
128,2457,693.9331103678929,405.39464882943145,279.08008802423757,57.33447369888246
131,3276,695.2173913043479,406.0231884057971,271.39128070767833,68.77846985904856
143,343,765.4105571847507,389.28739002932554,11.976500752593756,140.23073340909758
148,3822,549.5686274509804,673.5424836601308,220.79014070699452,65.26443007593106
153,3043,547.4309523809524,733.3761904761905,291.47831686597993,79.89107031900548
153,4092,874.2052631578947,570.2368421052631,178.20518285121528,97.09682528778085
164,4091,804.3105590062112,403.44513457556934,227.81412921634438,61.27428812074594
165,3035,1379.1619318181818,253.32102272727272,308.0718269022458,54.21164539909891
166,3278,756.6915422885572,390.33830845771143,281.421523103536,70.79331319744726
178,1911,812.5578231292517,464.51020408163265,199.2451653747545,50.36743014171747
180,4091,358.44,661.8966666666666,135.96440248007423,24.256978308765643
183,2001,928.0841121495328,424.5327102803738,224.32261976015582,44.9557003453048
196,3823,1376.7597173144877,252.9399293286219,83.470925877383,49.44601526701104
202,3815,720.796875,582.0,69.17460308256459,69.99612563296635
204,3997,777.9396551724138,462.5431034482759,89.81068426192036,32.73151110112147
208,4095,884.1683168316831,440.0693069306931,167.86788339310772,33.62548017550208
218,2999,973.796994288673,542.0868708162284,89.93425077691418,6311.357526960889
221,2999,974.4828466795711,542.0970186443955,89.93341618845541,6306.785280767484
221,3815,826.5746268656717,447.3955223880597,161.23478154011588,60.061185171080744
223,3003,570.276923076923,642.8153846153846,336.6937163206307,28.976447526490787
227,2999,974.2381286954095,541.2770827517953,89.98203112655156,6308.412785595899
229,2999,973.2037071089699,541.3222148084712,89.9796300835656,6315.309018388338
230,2999,974.9946768386901,541.0732617543882,89.99481818526594,6303.368846854112
241,1911,775.5822784810126,391.2879746835443,262.9421835985719,59.47787809703711
257,2040,618.0408163265306,730.9591836734694,271.59330221964143,66.67035391201526
257,3767,751.7173913043479,576.7092391304348,252.55616270553722,67.48939024435877
262,2287,455.9428571428571,651.4380952380952,234.8260398544263,51.68552344442629
271,1975,826.5182481751825,132.4963503649635,176.47508517069852,33.41439166303327
272,4080,797.2432432432432,380.11486486486484,219.07571308891713,74.6264767319857
281,4080,338.92028985507244,858.1666666666666,104.80007035092089,139.38329972687526
286,4095,370.55432372505544,703.0310421286031,35.625762185600045,69.40656867765357
291,3806,975.778360744468,542.5967164554736,181.57376728726206,3587.333343437553
291,4094,806.8425196850394,162.15748031496062,55.35063440303326,31.540352366447607
293,3806,976.7226502016606,543.0017300367201,181.67556053431548,3584.750280170856
293,4023,873.9536423841059,338.2582781456954,196.24762706743763,31.614113774602036
296,1911,834.9692307692308,162.91538461538462,105.74470261669988,39.551384470367324
298,1934,960.2793834296724,431.8959537572254,265.7635742987846,185.70056037113642
299,4029,799.5263157894736,157.82236842105263,55.6147699934318,35.72439249671504
300,2511,458.63963963963965,649.936936936937,259.1614037894093,41.901193060742116
302,3072,670.2894736842105,681.078947368421,193.95120867485264,56.93094664187271
304,4087,834.7222222222222,163.12037037037038,34.65452426253529,37.15935452183317
306,3037,974.8067105071306,542.3968655103495,181.46980467142794,3588.4723381413755
308,4092,835.9514563106796,164.0097087378641,327.1598992547208,43.44701854943054
311,4080,601.2131147540983,629.2622950819672,26.980494697689714,69.64065944358042
1012,3815,1209.8333333333333,148.2843137254902,76.82794832100957,37.645075658313246
1015,3003,1487.745945945946,930.5621621621622,153.63549662316458,51.621563081280335
1020,3549,587.4866666666667,93.06666666666666,288.36943174266713,30.5621658884674
1020,1008,621.8548387096774,636.3387096774194,268.1566471565453,57.07255723934475
1023,4080,486.3838383838384,444.7929292929293,259.19837136043446,55.61828181316075
1028,3720,821.3188010899182,615.534059945504,193.311032617731,52.99703619575685
1029,1979,974.520566478547,543.9879236525666,358.57420824620056,3617.6992752389515
1034,3767,976.010684668039,544.55164481326,89.7828452198045,6296.640659853012
1036,3767,975.347976531493,545.0149076476758,89.75501530316335,6301.07108897931
1037,3767,976.7230502958373,545.09324438901,89.750807944698,6291.90583926509
1038,3767,976.0418956975885,545.3648551748697,89.73527969424968,6296.454565927756
1040,3767,977.8005924627671,546.1527279976747,89.68665732570678,6284.756700329138
1046,3767,977.3515564580073,545.3351501681792,89.73223925094011,6287.724951467952
1049,3767,976.5160199363062,544.4726282277803,89.7870019159715,6293.270020012053
1054,2995,760.2153110047847,587.0334928229665,239.52133527695463,79.77304149379844
1055,3067,612.0066079295154,647.4383259911895,110.21611371035692,13.311367938797124
1061,3623,825.4102564102565,160.3846153846154,191.5596661733864,34.336326679840276
1066,3072,739.9794520547945,153.82191780821918,265.0520156426447,107.07277991072914
1069,1912,539.5145833333333,674.83125,173.99140252658373,84.26954701685386
1070,4095,833.6076923076923,626.8846153846154,89.74125813786581,82.14302792357478
1071,1788,833.96,627.08,88.16087129862511,84.8382605050083
1075,1143,518.6460348162476,248.09477756286267,296.40720455487553,48.48247609034283
1075,4080,800.2631578947369,160.90350877192984,166.53700834923944,70.47670511902317
1076,3491,909.9671361502348,419.59154929577466,195.09886344754622,51.277320728492654
1081,1975,978.0114773105653,544.289905671735,358.20488090221505,3620.3552686001603
1082,2190,801.875,304.70394736842104,133.9348961744691,51.87319392126639
1084,3840,1154.9948979591836,171.68112244897958,88.57134287256696,116.29420570121196
1087,3799,976.8922751088274,544.4261882813819,89.79164326244769,6290.759761068505
1088,3799,978.5673919118874,544.178471309016,89.80688528047715,6279.58638919232
1089,3799,977.8145188274374,544.8399782319963,89.76611904111003,6284.622233688955
1097,3566,894.9377990430622,605.2153110047847,276.4760145935727,26.314215148152147
1098,1975,977.6208503046203,544.7908659239571,358.2476849223366,3623.59890168969
1100,4079,978.9335064533984,545.5561699577966,270.2660837493469,6516.2936449572535
1102,2850,787.0862068965517,663.6637931034483,1.9452910171370845,53.473181694676
1103,1911,780.2222222222222,346.61805555555554,122.70742803538337,61.2971580186908
1108,4081,655.672077922078,623.7597402597403,8.307383851369112,80.51194446163247
1109,379,635.9108910891089,461.94059405940595,242.62525289499098,22.017250005810077
1110,3821,980.2035294226015,546.0220273292114,182.0577980968898,3565.3571305143914
1112,4087,898.2857142857143,323.96894409937886,332.49488852443545,36.828976771634984
1114,3821,979.556415588877,544.8113247545009,181.9844289887148,3572.5369757093267
1115,4080,924.9526627218935,384.4556213017751,49.4556154927144,56.593127298551806
1116,4091,654.7492163009405,623.8432601880878,12.214910207367051,83.39131206262383
1118,409,863.4651162790698,625.1627906976744,243.25712033960684,17.80258455456896
1119,3547,654.3502994011976,623.7395209580839,187.25975046344712,87.06868987400578
1121,3547,654.2415902140673,623.7186544342508,186.80559075601076,86.04305065603539
1121,1911,703.5303867403314,690.1546961325967,227.04094846122982,58.53411857460301
1122,3464,653.1710794297352,654.735234215886,202.0366432082093,86.20504379783542
1125,494,557.6050420168067,601.6050420168067,82.25672538100973,44.97334712373865
1128,3771,567.8653451811347,77.42310321257689,97.14895027958053,153.02379882497402
1129,4080,873.9847328244275,362.043893129771,168.7345420706707,151.94978939343
1132,3888,790.7583892617449,475.1744966442953,118.1108406678381,82.1616591725361
1133,4095,729.4198113207547,572.6556603773585,72.24518247608655,110.45548373715738
1135,396,655.7574850299401,624.5179640718563,177.2035979288052,79.91764130416053
1135,2279,786.9112903225806,663.5403225806451,173.8048999583249,52.74761989794374
1135,3659,1517.5823529411764,450.9117647058824,103.25496667719082,66.02331532186739
1142,112,752.0,433.6666666666667,212.8672695203867,57.35541301684478
1143,1911,795.4647887323944,385.5774647887324,57.838833771135604,134.36175375922474
1144,4087,567.0124401913876,80.54354066985645,257.7813396493416,142.92532569403159
1144,3789,888.4786324786324,555.3846153846154,92.70155428104565,36.378514970932045
1148,4012,833.6646706586827,337.5568862275449,47.73064543589224,72.68747385483404
1153,3895,655.6295264623956,623.4986072423399,3.9857811056278476,79.80701494412787
1156,3899,656.2528089887641,623.056179775281,4.959851334469623,76.61842439724877
1161,3530,705.6861313868613,687.7153284671533,156.84432421743614,51.65360482778396
1163,1951,705.5987261146497,688.28025477707,230.66209070459556,59.89926132388771
1163,4095,738.0350877192982,689.8666666666667,266.2159116839708,133.8317289387077
1165,1819,1489.1719745222929,930.9936305732484,262.43528346442895,39.59603493286428
1166,3353,555.5643564356436,605.4356435643564,61.69037696184446,39.180377463635566
1170,1102,657.46547314578,623.0460358056266,88.64210710742097,70.29823492757878
1170,3566,728.3774509803922,706.3676470588235,40.27769870854127,48.301214637678875
1178,3567,658.3942093541202,623.7706013363029,171.2260702770175,81.82392196065716
1180,3840,708.2464788732394,710.4788732394367,95.89345415190951,81.9989640859161
1185,499,657.9534368070954,623.6252771618625,353.22686907972934,80.65017212120462
1185,3838,786.8793103448276,665.0086206896551,101.72355610526812,38.26959273311114
1186,409,593.8333333333334,118.94144144144144,259.25600548907806,7.123967558935509
1188,818,489.71835443037975,569.243670886076,54.217630750320374,50.27831942508305
1188,3543,595.9426229508197,111.92622950819673,84.61263406919893,27.892995268983228
1189,3705,734.012987012987,707.461038961039,127.9381427427294,51.01425114959312
1189,3822,836.9674796747968,337.0731707317073,293.0308347085295,23.881711408823715
1194,972,562.3101449275363,103.27246376811594,185.05734728165964,106.01640820810525
1195,3054,659.7889125799574,624.4946695095949,165.02274203844576,78.11147760539284
1200,2935,688.9734042553191,556.668439716312,0.32564980753005246,64.77199854984117
1201,1983,787.0069444444445,663.1875,250.0265482538665,29.434462233160335
1202,3022,657.9046563192904,623.7516629711752,172.5846301271053,78.01897425111937
1208,2164,658.0021505376344,623.8623655913979,84.646687492907,74.18063337683196
1214,3840,662.9090909090909,627.9801136363636,276.3670632973332,55.860859745023205
1221,4087,890.8214285714286,340.01785714285717,158.16399894997915,29.632724040208522
1228,4052,1138.8440366972477,155.78440366972478,123.27770048975688,37.579632515797925
1229,3931,787.1428571428571,663.0571428571428,242.35002704003938,30.791507533656223
1232,3822,738.484375,484.6953125,301.8079989128035,25.589107565466357
1232,3840,905.3150684931506,170.3013698630137,77.62164910057122,31.365463195228205
1247,3841,776.6466666666666,356.2866666666667,341.5715575791607,64.1211282086103
1250,3551,594.8507462686567,1014.5870646766169,107.04648410266816,57.633136519826934
1251,3006,983.8712258604105,547.4527488041438,89.60355008205251,6244.34130870394
1252,3006,983.8403212938252,547.4036896693517,89.60340029749995,6244.547457059649
1258,3037,982.594112180352,546.7457259890932,182.3169107329709,3561.0313082738544
1258,2094,658.4077669902913,624.0169902912621,84.3824286499528,70.25118812669731
1271,4019,984.30823434403,547.0218743759589,357.55321581946515,3639.7964318006484
1271,3517,834.7777777777778,339.00925925925924,102.05699015608006,33.589830270054996
1273,2999,981.8415717460815,547.2012249004433,89.62046594827437,6257.860148691077
1274,409,671.8314606741573,679.1516853932584,89.15345334953439,59.06394846187549
1274,3888,704.5129533678756,688.8756476683938,240.5728745086099,103.0879298797748
1275,3374,833.7851851851852,338.9925925925926,269.2935833364268,31.714679187506274
1279,3566,834.7916666666666,338.2,86.66534977545187,33.26468147065135
1279,4033,901.1698113207547,167.36477987421384,290.43912471258767,104.27454616585946
1280,2034,801.8222748815166,406.23222748815164,346.40906785101595,94.5427282652482
1298,2945,751.6666666666666,463.1212121212121,105.837412141178,56.93326235170112
1300,3035,751.6694560669456,463.43514644351467,167.72688401881732,57.293871794959266
1305,2087,658.5619047619048,624.2738095238095,80.37784506003518,69.2132217247493
