frame,ID,centroidX,centroidY,dir,1cm,test,7
0,467,2828.25,1034.75,-113.68208772453846,100.0,42.0,0
0,697,2791.75,700.25,164.89890183861456,106.66666666666667,57.0,0
0,151,2275.0,693.25,131.85504253530198,106.66666666666667,59.0,0
0,1947,2150.75,676.0,31.660751096636602,93.33333333333334,60.0,0
0,421,2942.75,410.75,169.3302171955033,123.33333333333334,74.0,0
0,1966,3070.25,320.25,-39.92039213998543,103.33333333333334,76.0,0
0,186,938.5,141.75,76.39945748334125,106.66666666666667,80.0,1
1,696,2133.5,1283.0,-65.69545073406329,120.0,21.0,1
1,467,2828.5,1036.5,-117.47443162627712,96.66666666666667,37.0,0
1,697,2791.5,699.25,164.05460409907712,110.0,56.0,1
1,151,2274.25,694.25,135.0,106.66666666666667,58.0,0
1,1947,2151.75,676.25,28.412661443072583,106.66666666666667,59.0,0
1,421,2940.75,412.5,169.47921568612563,123.33333333333334,70.0,0
1,186,957.5,145.5,76.42956561483852,96.66666666666667,79.0,1
2,427,3163.0,1463.5,-57.652556500557964,120.0,16.0,1
2,697,2126.75,1282.25,-75.69972255081441,70.0,26.0,1
2,467,2829.25,1036.75,-118.68614757373945,100.0,40.0,0
2,681,2195.75,961.25,68.96248897457819,113.33333333333334,48.0,0
2,697,2791.5,699.5,164.74488129694222,110.0,56.0,0
2,151,2272.5,694.0,136.21887523513132,110.0,58.0,0
2,1947,2150.25,675.0,25.844387554560335,113.33333333333334,59.0,0
2,985,2865.0,476.25,-171.72410717292482,110.0,67.0,0
2,421,2940.0,413.25,167.957424857115,126.66666666666667,72.0,1
3,427,3160.0,1464.25,-61.189206257026946,106.66666666666667,15.0,0
3,467,2829.75,1039.5,-121.72360295768402,110.0,35.0,0
3,681,2196.0,961.25,68.66314070819435,113.33333333333334,43.0,0
3,697,2791.25,699.25,166.6075022462489,110.0,52.0,0
3,151,2273.25,693.75,133.75463573323165,106.66666666666667,54.0,0
3,1947,2145.5,674.25,21.80140948635181,110.0,55.0,0
3,393,2861.5,478.75,16.96614810853619,96.66666666666667,63.0,1
3,421,2939.25,414.25,165.0183674276091,120.0,66.0,0
4,427,3157.0,1460.25,-57.35535986508352,123.33333333333334,17.0,1
4,467,2830.75,1038.75,-120.96375653207352,103.33333333333334,39.0,0
4,697,2791.5,699.75,164.52136183458165,110.0,58.0,1
4,151,2273.25,692.75,133.75463573323165,110.0,59.0,0
4,1947,2139.75,674.75,21.644435140713995,106.66666666666667,60.0,0
5,696,2112.25,1263.75,-81.86989764584403,76.66666666666667,23.0,1
5,626,2801.25,1180.5,160.61548432064217,93.33333333333334,30.0,0
5,456,2830.75,1039.0,55.813877513624966,106.66666666666667,37.0,1
5,697,2793.0,700.75,170.13419305691565,110.0,56.0,0
5,151,2273.25,693.0,135.60309119438054,110.0,57.0,0
5,1947,2137.75,678.0,24.37646861667477,113.33333333333334,58.0,0
5,985,2860.0,476.0,-171.86989764584402,113.33333333333334,64.0,0
5,421,2937.75,413.25,165.76271953423893,113.33333333333334,68.0,0
6,696,2109.5,1265.0,-66.5014343240479,90.0,22.0,1
6,456,2832.25,1040.75,57.52880770915151,106.66666666666667,35.0,1
6,681,2196.0,961.25,68.66314070819435,113.33333333333334,42.0,0
6,697,2793.25,699.5,162.96223220437437,93.33333333333334,51.0,1
6,151,2273.5,693.0,131.34777721969368,110.0,53.0,0
6,1947,2136.5,680.5,25.82099197418928,110.0,54.0,0
6,421,2937.0,411.5,170.78897345918335,126.66666666666667,66.0,0
6,186,1031.5,160.25,85.66768601681149,110.0,74.0,1
7,626,2800.5,1180.5,158.6293777306568,83.33333333333334,32.0,1
7,456,2836.25,1038.75,54.65989307844234,113.33333333333334,40.0,1
7,681,2196.0,961.5,71.02959219151346,113.33333333333334,47.0,0
7,697,2793.0,699.5,-17.87869659584134,93.33333333333334,58.0,0
7,151,2273.25,694.0,133.26429541107163,106.66666666666667,60.0,0
7,1947,2137.5,678.25,21.80140948635181,106.66666666666667,61.0,0
7,985,2857.75,482.5,-171.34745820888529,110.0,72.0,1
7,421,2934.25,413.0,163.16252737432362,126.66666666666667,75.0,0
8,427,3143.5,1456.25,-61.975499467929744,110.0,17.0,1
8,456,2225.75,1367.75,46.19348942398204,120.0,19.0,0
8,456,2837.75,1037.25,54.27260177720031,113.33333333333334,40.0,1
8,697,2791.25,700.5,170.53767779197437,110.0,59.0,0
8,151,2274.0,693.75,135.59065721464668,110.0,62.0,0
8,1947,2141.25,674.0,16.534837857345156,106.66666666666667,63.0,0
8,985,2859.25,482.75,-175.85537625889572,113.33333333333334,70.0,0
8,421,2935.25,415.0,171.31364541876334,123.33333333333334,75.0,0
9,456,2227.5,1368.0,43.78112476486871,103.33333333333334,17.0,0
9,626,2800.75,1180.75,156.80140948635182,86.66666666666667,31.0,1
9,456,2839.0,1036.25,51.215635899702654,113.33333333333334,39.0,1
9,697,2792.0,699.25,166.56897112931836,110.0,60.0,1
9,151,2275.75,694.75,132.56335175318986,106.66666666666667,62.0,0
9,1947,2140.5,676.75,11.802434207783548,113.33333333333334,63.0,0
9,421,2932.0,417.5,162.030860259843,123.33333333333334,76.0,0
10,456,2222.5,1357.0,50.826342029555775,106.66666666666667,18.0,1
10,467,2840.25,1036.0,-127.66562119858331,120.0,31.0,0
10,681,2196.0,961.0,72.64597536373867,113.33333333333334,40.0,0
10,697,2792.25,697.75,166.18497465873838,113.33333333333334,47.0,1
10,151,2277.5,696.25,133.2285302599659,103.33333333333334,48.0,0
10,421,2931.0,420.5,164.05460409907712,120.0,63.0,0
10,186,1089.75,156.5,84.72610404264823,113.33333333333334,72.0,1
11,467,2839.5,1036.75,-129.8055710922652,113.33333333333334,39.0,0
11,697,2791.5,699.75,164.52136183458165,103.33333333333334,54.0,0
11,151,2279.5,696.5,135.0,96.66666666666667,57.0,1
11,421,2930.0,426.25,161.3232982678099,126.66666666666667,70.0,1
12,456,2224.25,1350.75,51.9810574068298,103.33333333333334,24.0,0
12,467,2841.25,1037.5,-133.3316625517067,116.66666666666667,48.0,0
12,151,2279.75,697.25,133.69804732742114,96.66666666666667,67.0,0
12,137,2140.25,673.0,99.65989307844234,66.66666666666667,68.0,0
12,1419,3193.25,659.25,-25.253163394573882,96.66666666666667,69.0,1
12,534,2848.25,504.25,-18.904575842611656,120.0,77.0,1
12,421,2933.25,435.0,164.38901146632034,120.0,81.0,0
13,456,2226.25,1350.0,53.97262661489639,110.0,22.0,0
13,467,2840.25,1038.0,-132.1658889836935,113.33333333333334,41.0,0
13,681,2195.75,961.25,68.96248897457819,113.33333333333334,49.0,0
13,697,2791.5,700.25,167.47119229084848,106.66666666666667,62.0,1
13,1947,2142.5,673.5,17.447188423282203,110.0,66.0,0
13,1419,3192.25,659.5,-24.842389105455187,96.66666666666667,67.0,1
13,421,2929.25,441.5,163.94001269283936,116.66666666666667,78.0,1
13,186,1115.5,131.25,73.66395711028154,106.66666666666667,88.0,1
14,456,2230.25,1353.5,41.03534527714388,113.33333333333334,23.0,0
14,467,2840.25,1039.0,-132.37359436170925,113.33333333333334,41.0,0
14,681,2195.75,961.25,72.0955524937518,113.33333333333334,50.0,0
14,151,2284.75,700.25,133.56790381583536,93.33333333333334,63.0,1
14,1947,2142.5,672.75,18.178018798418503,110.0,64.0,0
14,1419,3193.0,659.25,-20.67442476087389,93.33333333333334,65.0,1
14,1966,3049.25,263.0,-38.853374340353334,83.33333333333334,87.0,1
15,456,2228.5,1357.25,45.62959860841027,110.0,23.0,0
15,467,2840.5,1038.25,-137.72631099390625,116.66666666666667,41.0,0
15,681,2195.5,960.75,67.75097634278764,110.0,48.0,0
15,697,2792.25,700.25,166.6075022462489,110.0,62.0,0
15,151,2285.0,701.75,132.978635059644,93.33333333333334,63.0,0
15,1947,2141.5,671.0,23.428692808745403,110.0,64.0,1
15,1419,3192.5,659.75,-21.80140948635181,96.66666666666667,65.0,1
15,186,1116.25,116.75,70.94229548987167,96.66666666666667,87.0,0
16,456,2237.75,1360.75,43.8542371618249,116.66666666666667,28.0,0
16,626,2800.5,1180.0,163.73979529168807,80.0,40.0,1
16,467,2841.25,1038.5,-142.19347005529553,110.0,45.0,0
16,697,2792.0,699.25,164.82708465447473,110.0,65.0,0
16,151,2284.75,703.0,128.6598082540901,90.0,66.0,0
16,1947,2141.5,670.0,22.109448343751673,110.0,67.0,1
16,137,2126.5,527.25,114.96278983080703,126.66666666666667,74.0,1
16,186,1119.75,112.5,62.24145939893998,113.33333333333334,90.0,0
17,467,2841.75,1037.75,-140.49232455712746,110.0,41.0,0
17,151,2285.0,704.25,131.18592516570965,80.0,61.0,0
17,1947,2142.25,669.75,26.200114841347343,103.33333333333334,62.0,0
17,137,2135.0,514.75,107.16191880286532,113.33333333333334,73.0,1
17,186,1122.0,116.0,64.98310652189998,113.33333333333334,84.0,0
18,311,3138.0,1455.25,-65.37643521383639,116.66666666666667,21.0,1
18,456,2238.25,1360.75,42.662694140876184,120.0,26.0,0
18,467,2842.0,1037.75,-144.1966558916289,110.0,43.0,0
18,393,2793.5,702.25,-15.945395900922854,80.0,62.0,1
18,151,2285.0,704.75,130.0607844578738,90.0,64.0,1
18,1947,2142.25,671.0,24.22774531795417,106.66666666666667,66.0,1
18,137,2141.5,526.0,105.42216131873867,96.66666666666667,74.0,1
18,186,1127.5,112.25,60.36161631184866,116.66666666666667,87.0,1
19,427,3139.0,1456.0,-66.03751102542182,116.66666666666667,21.0,1
19,456,2239.0,1359.5,37.184706453233126,116.66666666666667,22.0,0
19,697,2792.5,700.75,167.07400087529405,113.33333333333334,62.0,1
19,137,2151.75,534.25,100.92280471986926,93.33333333333334,72.0,1
19,186,1132.75,112.0,60.68999292908387,110.0,84.0,0
20,427,3137.25,1456.25,-70.08359400619092,110.0,19.0,1
20,456,2241.75,1359.25,33.90627698844215,116.66666666666667,24.0,0
20,467,2846.75,1036.0,-142.48088617952368,116.66666666666667,46.0,1
20,697,2790.75,701.75,168.6900675259798,110.0,62.0,0
20,1947,2141.75,672.25,23.682087724538448,110.0,65.0,0
20,985,2837.75,515.0,154.20397350550004,110.0,73.0,1
20,186,1136.0,112.5,58.73626830562258,106.66666666666667,83.0,0
21,427,3138.5,1457.5,-67.9321004375898,116.66666666666667,16.0,1
21,456,2245.75,1361.5,37.20792192178156,110.0,18.0,0
21,467,2849.5,1038.0,-146.72511201516508,120.0,37.0,0
21,151,2284.5,705.25,127.26640190097714,80.0,55.0,1
21,1947,2141.0,671.25,24.655898744081615,106.66666666666667,56.0,1
21,421,2925.25,457.5,177.3974377975002,113.33333333333334,70.0,0
22,456,2249.5,1362.0,36.86989764584402,120.0,25.0,0
22,467,2849.5,1038.5,-145.88552705465875,120.0,44.0,1
22,697,2790.25,701.0,161.31264849478885,110.0,67.0,0
22,151,2283.75,705.75,132.06432655357884,86.66666666666667,69.0,1
22,137,2138.25,668.25,97.25319461272534,70.0,70.0,1
22,1419,3196.0,660.25,-22.833654177917545,96.66666666666667,71.0,1
22,186,1131.25,92.75,40.135485562239474,116.66666666666667,93.0,0
23,427,3136.75,1461.25,-71.56505117707799,110.0,21.0,1
23,456,2250.25,1363.0,42.10873040377944,110.0,25.0,0
23,467,2849.5,1038.5,-145.88552705465875,116.66666666666667,45.0,0
23,697,2792.25,701.75,167.0053832080835,110.0,67.0,0
23,1419,3195.25,660.25,-26.965714432870143,100.0,71.0,1
24,456,2249.5,1359.25,43.33166255170669,116.66666666666667,24.0,0
24,467,2851.0,1037.75,-145.90502204523446,116.66666666666667,42.0,0
24,151,2282.25,704.5,134.2559407971113,86.66666666666667,62.0,0
24,1947,2139.25,669.5,17.037767795625633,113.33333333333334,64.0,1
24,402,2155.75,582.25,-146.59217541029108,70.0,72.0,1
25,427,3140.75,1462.25,-69.5377284765778,113.33333333333334,18.0,1
25,467,2853.25,1036.25,-144.46232220802563,120.0,40.0,0
25,681,2196.0,961.0,69.44395478041653,116.66666666666667,46.0,0
25,456,3087.5,723.0,-159.07549825507886,133.33333333333334,58.0,1
25,151,2280.25,705.25,129.68545433005525,96.66666666666667,61.0,0
25,1947,2139.25,671.25,17.300527191945005,110.0,62.0,1
25,421,2922.75,465.5,172.23483398157467,110.0,73.0,1
25,186,1120.25,89.5,35.83765295427829,113.33333333333334,82.0,1
26,456,2244.75,1352.5,57.319445256636605,113.33333333333334,17.0,0
26,467,2855.5,1036.5,-145.88552705465875,116.66666666666667,34.0,0
26,697,2792.0,700.0,172.40535663140858,110.0,56.0,0
26,151,2277.75,705.0,131.63353933657018,96.66666666666667,58.0,1
26,985,2809.5,532.5,-169.28687697720898,123.33333333333334,68.0,0
