,frame,ID,centroidX,centroidY,dir,1cm,test,7
1903,176,341.0,2338.75,504.0,-54.78240703180729,100.0,63,0
1904,176,781.0,2916.25,313.75,-56.63363399894044,76.66666666666667,70,1
1905,176,574.0,2267.5,65.25,-71.28826212490024,110.0,83,1
1906,177,402.0,2351.25,1523.75,163.70595254340108,113.33333333333334,9,0
1907,177,626.0,3036.75,1283.0,-58.6097318958122,110.0,22,0
1908,177,794.0,2974.75,1200.25,-138.94518622903757,73.33333333333334,26,1
1909,177,697.0,3269.0,1096.75,-50.9061411137705,96.66666666666669,33,0
1910,177,985.0,2785.75,1049.25,42.75425743410493,120.0,35,0
1911,177,1947.0,3441.75,879.0,67.16634582208245,96.66666666666669,39,0
1912,177,681.0,2824.5,762.25,147.4499965078066,96.66666666666669,47,0
1913,177,534.0,3250.25,751.75,173.85337434035333,106.66666666666669,48,0
1914,177,645.0,2110.75,717.25,61.31385242626057,100.0,51,0
1915,177,311.0,2825.5,522.25,-50.19442890773481,110.0,64,0
1916,177,341.0,2333.5,509.25,-56.5751888173962,93.33333333333334,66,0
1917,177,237.0,1063.25,492.5,105.03781590358227,110.0,99,0
1919,178,402.0,2354.0,1529.25,165.7499673021964,106.66666666666669,8,0
1920,178,596.0,2977.5,1200.0,-77.12499844038753,76.66666666666667,22,1
1921,178,697.0,3266.5,1095.75,-49.304468960508,96.66666666666669,29,0
1922,178,985.0,2787.25,1046.5,40.695531039492025,103.33333333333334,31,0
1923,178,1947.0,3439.25,878.5,66.21796957677863,103.33333333333334,37,1
1924,178,681.0,2833.0,764.5,141.9529574681739,90.0,44,0
1925,178,534.0,3250.25,751.5,173.55839990066497,106.66666666666669,46,0
1926,178,645.0,2110.5,707.75,60.140983835076895,100.0,48,0
1927,178,341.0,2332.25,515.0,-57.72435568542236,116.66666666666669,61,0
1928,178,311.0,2827.0,509.25,-58.33924890336341,110.0,62,0
1929,178,781.0,2900.75,328.5,-51.666659890901364,90.0,70,0
1930,178,574.0,2267.0,69.0,-71.56505117707798,106.66666666666669,79,0
1931,179,402.0,2352.0,1530.5,169.04593735660166,106.66666666666669,13,0
1932,179,312.0,3061.75,1513.25,-73.17859010995917,66.66666666666667,15,0
1933,179,626.0,3049.25,1280.5,-39.80557109226519,106.66666666666669,25,0
1934,179,697.0,3265.75,1093.0,-54.78240703180729,90.0,34,0
1935,179,985.0,2787.25,1038.25,55.20397372173169,116.66666666666669,36,0
1936,179,1947.0,3435.75,877.25,69.77514056883192,106.66666666666669,42,1
1937,179,681.0,2836.75,765.75,137.9356734464212,90.0,50,0
1938,179,534.0,3250.25,751.5,173.55839990066497,106.66666666666669,51,0
1939,179,645.0,2115.0,698.5,63.43494882292201,96.66666666666669,52,0
1940,179,311.0,2819.25,515.5,-58.07912378006682,120.0,66,0
1941,179,341.0,2332.75,517.25,-63.82471001824007,106.66666666666669,67,0
1942,179,781.0,2902.75,328.0,-53.343891584033095,90.0,75,0
1943,179,574.0,2264.75,66.75,-72.14968169778318,96.66666666666669,86,0
1944,180,402.0,2348.5,1531.75,167.84505830277774,106.66666666666669,9,0
1945,180,312.0,3055.25,1510.0,-66.61477894278624,60.0,13,0
1946,180,626.0,3048.0,1277.0,-34.69515353123397,103.33333333333334,26,1
1947,180,697.0,3264.25,1094.0,-53.69550287742477,96.66666666666669,38,0
1948,180,985.0,2784.75,1033.0,59.452428251092975,103.33333333333334,41,1
1949,180,1947.0,3441.5,876.75,67.75097634278764,116.66666666666669,47,1
1950,180,681.0,2842.5,767.75,137.17474411461006,90.0,54,1
1951,180,645.0,2118.25,710.25,48.90049374238189,96.66666666666669,57,0
1952,180,341.0,2329.25,518.0,-67.16634582208245,96.66666666666669,71,0
1953,180,311.0,2818.25,525.75,-61.69924423399363,116.66666666666669,72,0
1954,180,574.0,2264.5,70.25,-74.66671520694645,103.33333333333334,93,1
1955,181,402.0,2341.5,1530.5,170.83765295427833,106.66666666666669,12,0
1956,181,312.0,3058.5,1507.75,-71.93952806380081,76.66666666666667,16,0
1957,181,626.0,3055.25,1277.0,-32.39984017391933,103.33333333333334,26,0
1958,181,985.0,2782.75,1033.75,63.060471936199185,113.33333333333334,40,0
1959,181,1947.0,3441.5,875.5,68.49856567595211,110.0,45,0
1960,181,681.0,2844.5,770.25,135.74405920288874,90.0,50,0
1961,181,645.0,2115.25,708.25,52.49585763972986,90.0,52,0
1962,181,341.0,2321.0,543.0,-64.98310652189997,103.33333333333334,61,0
1963,181,311.0,2812.5,524.0,-61.11341823308929,100.0,64,0
1964,181,574.0,2259.75,69.75,-72.14968169778318,96.66666666666669,77,0
1966,182,312.0,3059.75,1506.25,-57.33908727832619,73.33333333333334,11,0
1967,182,626.0,3064.75,1274.5,-28.123735383288807,100.0,19,0
1968,182,697.0,3255.0,1091.0,-55.304846468766044,93.33333333333334,27,0
1969,182,985.0,2785.75,1037.0,57.72435568542236,116.66666666666669,30,0
1970,182,1947.0,3441.5,875.5,68.49856567595211,113.33333333333334,35,0
1971,182,681.0,2846.75,769.75,137.9356734464212,90.0,40,0
1972,182,645.0,2115.0,698.5,56.82148834060726,96.66666666666669,42,0
1973,182,341.0,2319.0,552.25,-60.85192815428696,93.33333333333334,50,0
1974,182,311.0,2810.75,518.75,-63.79988515865266,113.33333333333334,53,0
1975,182,574.0,2263.5,71.75,-68.36911316348207,103.33333333333334,68,1
1977,183,681.0,2846.0,1524.0,149.03624346792645,80.0,13,1
1978,183,312.0,3059.25,1504.75,-58.13402230639633,73.33333333333334,14,0
1979,183,626.0,3069.75,1266.5,-21.630886836517924,96.66666666666669,23,0
1980,183,697.0,3247.25,1096.25,-67.71441235316725,100.0,31,1
1981,183,985.0,2784.0,1035.5,61.821409890040826,110.0,35,1
1982,183,1947.0,3439.5,874.0,67.01128319791937,113.33333333333334,42,1
1983,183,681.0,2846.0,770.5,139.39870535499554,90.0,49,0
1984,183,645.0,2114.75,690.75,56.56013079421778,103.33333333333334,54,0
1985,183,341.0,2321.5,549.5,-67.24902365721238,106.66666666666669,65,0
1986,183,311.0,2814.25,512.75,-60.1540680503126,113.33333333333334,71,0
1988,183,574.0,2258.75,72.0,-66.4252937980874,96.66666666666669,88,0
1989,184,402.0,2324.0,1543.25,-173.19094982038658,110.0,8,0
1990,184,312.0,3058.5,1498.0,-56.309932474020215,80.0,12,0
1991,184,626.0,3075.25,1261.0,-20.556045219583467,96.66666666666669,19,0
1992,184,697.0,3238.25,1102.5,-59.18429424827082,106.66666666666669,30,1
1993,184,985.0,2776.5,1032.5,65.85445803957835,113.33333333333334,32,0
1994,184,1947.0,3437.75,874.25,65.95577673063218,113.33333333333334,40,0
1995,184,681.0,2848.5,770.5,132.13759477388822,96.66666666666669,45,0
1996,184,534.0,3251.0,751.75,176.47854662307782,103.33333333333334,46,0
1997,184,645.0,2114.25,690.5,50.52754015165618,93.33333333333334,49,0
1998,184,341.0,2318.75,555.75,-62.281498371816646,113.33333333333334,58,0
1999,184,311.0,2809.25,508.0,-62.31893843151474,113.33333333333334,62,0
2000,184,237.0,1072.25,448.25,81.86989764584403,103.33333333333334,64,1
2002,184,421.0,2922.5,182.25,-69.2539197243166,73.33333333333334,79,1
2003,185,402.0,2321.75,1549.0,-165.96375653207355,103.33333333333334,7,0
2004,185,312.0,3057.25,1495.0,-52.028396238949604,86.66666666666669,10,0
2005,185,626.0,3075.0,1254.0,-15.945395900922856,90.0,18,0
2006,185,596.0,2977.25,1201.0,-78.87081071038881,80.0,21,0
2007,185,697.0,3237.25,1100.5,-66.91486632719173,103.33333333333334,28,0
2008,185,985.0,2777.75,1037.0,62.31893843151474,116.66666666666669,29,0
2009,185,1947.0,3436.5,873.25,67.49647150023257,110.0,35,1
2010,185,681.0,2850.5,771.75,128.81138403675845,93.33333333333334,41,0
2011,185,645.0,2109.5,693.5,47.38594403038881,103.33333333333334,45,0
2012,185,341.0,2316.5,567.25,-70.09625046269217,103.33333333333334,53,0
2013,185,311.0,2808.0,508.0,-59.036243467926475,113.33333333333334,58,0
2015,185,421.0,2922.5,182.5,-68.49856567595211,73.33333333333334,72,0
2016,186,402.0,2320.75,1555.75,-169.07719528013072,103.33333333333334,9,0
2017,186,312.0,3056.75,1493.0,-56.92932217723833,83.33333333333334,13,0
2018,186,626.0,3079.75,1249.0,-11.94417718844633,90.0,23,1
2019,186,596.0,2972.25,1200.75,-80.39479584498706,83.33333333333334,25,1
2020,186,697.0,3230.75,1102.25,-69.5377284765778,106.66666666666669,33,0
2021,186,985.0,2780.0,1044.0,57.2647737278924,110.0,35,0
2022,186,1947.0,3432.75,873.75,59.676393137450006,110.0,38,0
2023,186,681.0,2853.25,772.5,128.33334010909866,90.0,44,0
2024,186,534.0,3250.75,752.0,179.10482628978897,100.0,45,0
2025,186,645.0,2110.25,688.75,47.54480437981309,103.33333333333334,48,0
2026,186,341.0,2312.25,572.5,-69.8293465881496,66.66666666666667,57,1
2027,186,311.0,2808.75,492.75,-53.91492695714786,123.33333333333334,63,0
2029,187,402.0,2316.75,1558.25,-169.43898930880363,100.0,8,0
2030,187,312.0,3055.0,1493.0,-61.69924423399363,93.33333333333334,13,0
2031,187,985.0,2779.5,1045.25,59.17233770013197,113.33333333333334,33,0
2032,187,681.0,2856.25,773.75,121.67546873810923,86.66666666666669,46,0
2033,187,534.0,3249.0,751.75,172.52844082340764,103.33333333333334,47,0
2034,187,645.0,2115.0,689.75,47.89126959622057,110.0,51,0
2035,187,341.0,2310.25,572.5,-81.2538377374448,113.33333333333334,60,0
2036,187,311.0,2807.5,482.0,-57.17145820858747,116.66666666666669,66,0
2038,187,421.0,2924.25,184.5,-62.24145939893997,86.66666666666669,81,1
2040,188,402.0,2309.75,1559.5,-165.49983323344745,103.33333333333334,12,0
2042,188,312.0,3057.5,1493.75,-53.569141879837645,80.0,15,1
2043,188,596.0,2972.75,1200.75,-80.67640822186198,73.33333333333334,26,0
2044,188,985.0,2779.75,1045.5,59.688786773318384,110.0,36,0
2045,188,1947.0,3431.25,874.75,63.79988515865266,110.0,40,1
2046,188,681.0,2859.5,775.5,120.96375653207352,93.33333333333334,45,0
2047,188,534.0,3249.75,751.75,175.31410016049733,103.33333333333334,47,0
2048,188,645.0,2123.25,690.75,47.33730585912382,110.0,49,0
2051,188,311.0,2808.25,468.0,-56.745633425287956,113.33333333333334,63,0
2054,189,402.0,2303.75,1556.25,-159.94390526342457,106.66666666666669,10,0
2056,189,312.0,3062.75,1496.75,-66.16125981682828,70.0,13,0
2057,189,596.0,2971.0,1202.0,-68.19859051364817,66.66666666666667,21,1
2058,189,985.0,2780.75,1040.75,60.1540680503126,113.33333333333334,31,0
2059,189,1947.0,3433.5,875.25,66.2796044276954,126.66666666666669,36,1
2060,189,681.0,2862.0,779.0,120.25643716352928,80.0,44,0
2061,189,534.0,3250.0,751.75,176.24827092947402,103.33333333333334,47,0
2062,189,645.0,2129.25,687.0,46.73570458892839,110.0,50,0
2063,189,341.0,2297.5,581.0,128.6598082540901,120.0,57,1
2064,189,311.0,2804.75,461.75,-53.91492695714786,113.33333333333334,64,0
2067,190,402.0,2299.5,1555.5,-159.22774531795415,106.66666666666669,10,0
2068,190,312.0,3063.5,1500.5,-73.07248693585295,76.66666666666667,13,0
2069,190,985.0,2779.0,1038.25,66.90317808183917,113.33333333333334,39,0
2070,190,1947.0,3438.25,868.5,63.09390654406316,100.0,46,0
2071,190,681.0,2864.5,780.5,120.96375653207352,90.0,53,1
2072,190,534.0,3250.25,752.25,177.27368900609375,100.0,54,0
2073,190,645.0,2132.75,685.0,50.300926516525685,110.0,57,0
2074,190,341.0,2295.0,585.0,-56.309932474020215,120.0,66,0
2075,190,311.0,2806.5,459.75,-50.98059952476345,116.66666666666669,72,0
2079,191,402.0,2295.0,1552.0,-154.9831065219,106.66666666666669,14,0
2080,191,312.0,3060.5,1504.0,-72.25532837494306,83.33333333333334,17,0
2081,191,697.0,3226.0,1125.0,79.38034472384487,83.33333333333334,33,1
2082,191,985.0,2776.5,1040.75,60.554571270074405,113.33333333333334,40,0
2083,191,1947.0,3442.75,862.0,62.31893843151474,106.66666666666669,51,1
2084,191,681.0,2868.0,785.0,120.25643716352928,93.33333333333334,56,0
2085,191,534.0,3250.5,751.75,174.3824194098732,100.0,59,0
2086,191,645.0,2138.75,680.0,40.87240829748828,116.66666666666669,63,1
2087,191,137.0,3377.0,593.5,50.19442890773481,66.66666666666667,71,1
2088,191,311.0,2802.75,458.25,-55.20397372173169,110.0,78,0
2091,192,402.0,2290.5,1554.0,-148.73626830562256,100.0,12,0
2092,192,312.0,3056.75,1508.75,-77.82854179141253,90.0,14,0
2093,192,596.0,2971.25,1200.25,96.76617482255308,76.66666666666667,25,1
2094,192,985.0,2782.25,1046.25,57.90740867126584,113.33333333333334,33,0
2095,192,681.0,2871.5,785.75,125.65532809790031,86.66666666666669,45,1
2096,192,534.0,3250.0,751.75,176.47854662307782,103.33333333333334,47,0
2097,192,645.0,2137.0,672.0,40.23635830927382,106.66666666666669,50,0
2098,192,137.0,3381.25,585.75,34.315087599997284,86.66666666666669,57,0
2099,192,311.0,2803.75,467.25,-53.297144969836864,113.33333333333334,63,0
2100,192,781.0,2917.0,329.75,-49.26789330029082,80.0,67,0
2101,192,421.0,2925.25,186.5,-59.18429424827082,86.66666666666669,77,1
2104,193,681.0,2893.75,1572.5,147.77124256490143,86.66666666666669,9,1
2105,193,402.0,2286.5,1550.25,-151.3895403340348,103.33333333333334,11,0
2106,193,312.0,3051.5,1509.75,-82.61395684873274,93.33333333333334,13,0
2107,193,596.0,2974.0,1200.5,-81.63411387596743,80.0,24,0
2108,193,985.0,2779.0,1040.75,59.74356283647074,116.66666666666669,33,0
2109,193,681.0,2871.5,786.75,120.11373315098244,90.0,47,0
2110,193,534.0,3250.25,751.5,177.2297842027998,106.66666666666669,48,0
2111,193,645.0,2130.5,656.5,37.234833981574674,113.33333333333334,54,0
2112,193,137.0,3379.75,576.25,31.23921488820876,96.66666666666669,59,0
2114,193,311.0,2802.0,472.25,-46.70135460532614,110.0,66,0
2116,193,421.0,2926.75,186.75,-58.70696100407981,90.0,78,0
2117,194,402.0,2282.75,1548.5,-147.05078488340956,106.66666666666669,10,0
2118,194,312.0,3050.0,1511.25,-84.89783474764181,93.33333333333334,13,0
2119,194,626.0,3110.75,1262.25,47.66300076606714,106.66666666666669,22,0
2120,194,596.0,2972.25,1200.5,-82.1998121158183,73.33333333333334,25,0
2121,194,697.0,3225.0,1139.25,-103.19061071220683,106.66666666666669,29,0
2122,194,985.0,2773.25,1035.25,66.59531044896771,116.66666666666669,35,0
2123,194,681.0,2872.75,784.5,123.6900675259798,90.0,50,0
2124,194,534.0,3249.75,751.5,179.07595464722732,106.66666666666669,52,0
2125,194,645.0,2130.25,645.0,36.86989764584403,106.66666666666669,59,0
2126,194,311.0,2802.25,462.75,-46.10170611520638,103.33333333333334,71,0
2127,194,421.0,2926.25,187.25,-59.93141717813756,83.33333333333334,87,1
2130,195,402.0,2277.0,1553.5,-144.24611274556327,106.66666666666669,12,0
2131,195,312.0,3048.75,1514.75,-87.08916217383225,86.66666666666669,14,0
2132,195,626.0,3111.0,1260.0,47.72631099390627,103.33333333333334,24,0
2133,195,596.0,2971.0,1200.25,40.3141001604973,76.66666666666667,28,0
2134,195,697.0,3231.25,1145.0,-107.10272896905235,110.0,32,0
2135,195,985.0,2775.5,1039.25,63.43494882292201,116.66666666666669,38,0
2136,195,681.0,2878.25,783.25,122.47119229084848,110.0,54,0
2137,195,534.0,3250.5,751.5,174.47245984834385,100.0,55,0
2138,195,645.0,2130.5,635.5,35.134193056915635,96.66666666666669,60,0
2139,195,311.0,2800.0,458.75,-47.89126959622057,110.0,73,0
2140,195,421.0,2926.5,187.25,-63.43494882292201,86.66666666666669,87,1
2142,196,402.0,2267.75,1556.5,-144.16234704572167,103.33333333333334,12,0
2143,196,626.0,3111.0,1261.75,42.709389957361466,90.0,23,0
2144,196,596.0,2971.5,1202.5,-71.56505117707798,80.0,26,1
2145,196,697.0,3236.25,1144.5,-105.47863816541836,116.66666666666669,30,0
2146,196,985.0,2777.0,1039.75,64.15561244543967,113.33333333333334,36,0
2147,196,681.0,2883.0,786.75,117.37770277133173,100.0,52,0
2148,196,534.0,3250.25,751.75,177.35745470593528,106.66666666666669,54,0
2149,196,645.0,2124.5,632.25,24.51964268819076,106.66666666666669,60,0
2150,196,137.0,3392.25,544.5,19.21267181718563,106.66666666666669,66,0
2151,196,311.0,2800.0,451.25,-42.16588898369349,113.33333333333334,71,0
2152,196,421.0,2925.25,188.0,-58.877529803208006,80.0,87,1
2155,197,402.0,2260.0,1561.25,-141.89242312248513,100.0,12,0
2156,197,626.0,3114.0,1259.5,57.994616791916506,103.33333333333334,26,1
2157,197,596.0,2972.25,1202.0,-76.17134902771984,80.0,29,1
2158,197,697.0,3240.25,1151.25,-102.9946167919165,106.66666666666669,31,0
2160,197,1947.0,3440.75,852.0,56.745633425287956,103.33333333333334,51,1
2161,197,681.0,2884.5,788.25,119.85901616492309,106.66666666666669,55,0
2162,197,311.0,2799.25,443.25,-45.0,90.0,74,1
2163,197,574.0,2265.75,67.25,-59.036243467926475,90.0,89,0
2165,198,402.0,2253.75,1569.25,-137.7927023657133,100.0,12,1
2166,198,626.0,3118.25,1261.75,53.325650330426846,103.33333333333334,26,0
2167,198,794.0,2969.25,1202.75,102.42594286542747,80.0,30,1
2168,198,985.0,2772.5,1026.0,70.01689347810003,113.33333333333334,42,0
2169,198,681.0,2889.25,793.25,116.14684123558091,103.33333333333334,53,0
2170,198,341.0,2282.75,578.0,-96.8090501796134,113.33333333333334,66,0
2171,198,137.0,3397.25,522.0,14.995079129175984,103.33333333333334,68,1
2172,198,311.0,2791.25,435.5,-42.22083313592792,113.33333333333334,74,0
2173,198,781.0,2920.0,332.25,-55.4914770123316,86.66666666666669,77,0
2174,198,574.0,2266.5,65.5,-52.76516601842533,90.0,90,0
2176,199,402.0,2248.75,1580.75,-133.49256424122498,90.0,12,0
2177,199,312.0,3055.5,1514.25,-88.93908830973578,86.66666666666669,15,0
2178,199,626.0,3120.5,1265.75,55.007979801441344,100.0,26,0
2179,199,697.0,3242.5,1159.25,-108.1380821555973,103.33333333333334,32,0
2180,199,985.0,2771.0,1023.75,69.0265065786792,113.33333333333334,40,0
2181,199,681.0,2891.5,794.5,114.14554196042164,100.0,55,0
2182,199,534.0,3250.0,751.5,173.08877288097534,106.66666666666669,60,0
2183,199,341.0,2283.0,580.75,-97.53944513950931,116.66666666666669,70,0
2184,199,137.0,3387.5,523.5,14.420773127510984,110.0,73,0
2185,199,311.0,2779.75,428.75,-49.48460600954463,103.33333333333334,80,0
2186,199,781.0,2918.5,331.75,-50.79279649503216,80.0,82,0
2187,199,574.0,2271.75,58.25,-56.070202577939355,90.0,92,0
2189,200,402.0,2247.75,1584.5,-134.2559407971113,86.66666666666669,10,0
2190,200,626.0,3121.5,1262.5,53.530765609948126,93.33333333333334,21,0
2191,200,697.0,3235.5,1170.0,-104.4702941000659,106.66666666666669,26,0
2192,200,985.0,2770.25,1028.5,61.64503821467594,113.33333333333334,34,0
2193,200,1947.0,3440.5,854.0,58.78159723565364,100.0,44,1
2194,200,681.0,2896.5,798.25,110.35322914806885,110.0,48,0
2195,200,534.0,3249.75,751.75,175.31410016049733,103.33333333333334,52,0
2196,200,341.0,2281.25,582.75,-97.4314079711725,120.0,62,0
2197,200,311.0,2768.5,423.5,-51.581944655178006,110.0,72,0
2198,200,781.0,2919.75,333.0,-44.19307054489763,80.0,76,0
2199,200,574.0,2275.5,67.25,-51.1886159632416,90.0,86,0
2201,201,402.0,2247.25,1581.5,-129.66784111834045,86.66666666666669,9,0
2202,201,626.0,3117.25,1265.25,51.78897457443879,100.0,23,1
2203,201,697.0,3243.0,1168.75,-109.29004621918872,106.66666666666669,29,0
2204,201,985.0,2777.75,1042.75,58.448615051686524,110.0,36,0
2205,201,1947.0,3436.25,855.5,58.90268711422056,103.33333333333334,47,1
2206,201,681.0,2899.0,799.5,48.50353164478446,73.33333333333334,50,1
2207,201,534.0,3249.0,752.0,176.42366562500268,103.33333333333334,54,0
2208,201,341.0,2278.0,588.0,-96.70983680775694,116.66666666666669,65,0
2209,201,311.0,2767.5,426.25,-49.80795396303047,103.33333333333334,74,0
2210,201,781.0,2920.5,335.5,-41.82016988013577,80.0,79,0
2211,202,626.0,3119.25,1264.5,56.309932474020215,100.0,22,0
2212,202,697.0,3251.5,1168.25,-116.565051177078,113.33333333333334,28,0
2213,202,985.0,2779.5,1057.75,48.96465472285613,113.33333333333334,35,0
2214,202,681.0,2906.0,799.0,109.6538240580533,100.0,49,1
2215,202,534.0,3250.0,751.75,176.24827092947402,103.33333333333334,51,0
2216,202,341.0,2272.75,593.25,-102.61932229343078,116.66666666666669,61,0
2217,202,311.0,2762.75,430.25,-52.666804261814185,116.66666666666669,69,0
2218,202,781.0,2921.0,336.25,-47.02136494035602,83.33333333333334,74,0
2219,202,421.0,2932.5,183.5,-72.5528115767178,80.0,85,1
2220,202,574.0,2282.75,60.0,-57.893744044882155,93.33333333333334,87,0
2221,203,402.0,2238.25,1575.5,-117.95096902789018,90.0,12,0
2222,203,626.0,3118.0,1263.0,58.39249775375111,100.0,23,0
2223,203,697.0,3262.0,1162.25,-124.85445556610368,110.0,27,0
2224,203,985.0,2783.75,1055.25,49.666858371439,113.33333333333334,34,0
2225,203,681.0,2913.25,797.75,107.17590361574676,96.66666666666669,50,0
2226,203,534.0,3250.0,752.5,176.30861401354875,106.66666666666669,52,0
2227,203,341.0,2267.75,594.25,-102.61932229343078,113.33333333333334,61,0
2228,203,311.0,2765.75,436.0,-55.864059922087726,116.66666666666669,69,0
2230,203,421.0,2924.5,189.0,-79.69515353123397,83.33333333333334,84,1
2231,203,574.0,2279.25,58.75,-54.46232220802562,93.33333333333334,86,1
2232,204,626.0,3116.25,1258.25,51.78897457443879,96.66666666666669,19,0
2233,204,697.0,3272.75,1153.75,-128.79655209830818,106.66666666666669,25,0
2234,204,985.0,2778.0,1047.5,55.007979801441344,113.33333333333334,32,0
2235,204,681.0,2918.5,804.5,113.74949449286676,96.66666666666669,47,1
2236,204,534.0,3249.75,751.75,179.1185960034179,106.66666666666669,52,0
2237,204,311.0,2762.25,434.25,-57.757532160876686,106.66666666666669,75,0
2238,204,781.0,2925.5,334.5,-49.969740728110295,86.66666666666669,78,0
2240,205,626.0,3119.0,1256.0,52.431407971172504,106.66666666666669,24,0
2241,205,697.0,3275.5,1151.5,-130.03025927188972,106.66666666666669,31,0
2242,205,985.0,2778.5,1045.25,59.17233770013197,116.66666666666669,35,0
2243,205,681.0,2925.25,805.0,114.94390526342458,80.0,48,0
2244,205,137.0,3422.0,489.25,-3.751729070525976,100.0,70,1
2245,205,781.0,2927.0,336.5,-34.824489156956794,93.33333333333334,75,1
2246,205,574.0,2279.0,56.75,-56.05641298024818,86.66666666666669,89,1
2247,206,402.0,2229.75,1558.75,-110.89776549883888,93.33333333333334,13,0
2248,206,626.0,3121.5,1256.75,52.0457691248675,110.0,27,0
2249,206,697.0,3272.5,1152.75,-134.37040139158972,103.33333333333334,33,0
2250,206,985.0,2780.25,1043.0,58.6097318958122,106.66666666666669,39,0
2251,206,681.0,2931.75,807.25,112.89055165624832,76.66666666666667,53,0
2252,206,781.0,2927.0,338.75,-35.21759296819271,96.66666666666669,81,0
2253,206,421.0,2922.75,189.5,-84.88268515002737,83.33333333333334,91,1
2254,206,574.0,2279.75,56.75,-57.52880770915151,96.66666666666669,94,1
2256,207,393.0,2898.75,1626.5,65.48035731180924,90.0,4,1
2257,207,402.0,2229.25,1556.25,-110.65891006330747,100.0,9,0
2258,207,626.0,3121.0,1255.0,52.431407971172504,106.66666666666669,19,0
2259,207,697.0,3275.0,1153.0,-135.0,110.0,23,0
2260,207,985.0,2780.75,1042.75,60.1540680503126,116.66666666666669,30,0
2261,207,1947.0,3441.25,840.75,51.45881637871865,96.66666666666669,39,1
2262,207,534.0,3249.75,752.0,179.10482628978897,103.33333333333334,46,0
2263,207,311.0,2767.25,442.75,-61.69924423399363,110.0,66,0
2264,207,781.0,2925.75,340.25,-32.31961650818018,86.66666666666669,71,0
2265,207,574.0,2277.25,56.5,-57.31944525663661,93.33333333333334,83,1
2268,208,626.0,3124.5,1253.5,52.125016348901795,110.0,25,0
2269,208,596.0,2945.25,1220.0,-93.75172907052598,66.66666666666667,27,0
2270,208,697.0,3276.5,1157.5,-139.96974072811028,113.33333333333334,31,0
2271,208,985.0,2779.75,1040.25,58.760785111791236,116.66666666666669,39,0
2272,208,1947.0,3440.25,842.5,54.55428967240177,103.33333333333334,49,1
2273,208,681.0,2930.5,811.25,114.34108993669253,70.0,52,1
2274,208,534.0,3249.25,751.75,177.35745470593528,103.33333333333334,57,0
2275,208,341.0,2251.5,581.25,-81.74056202012119,106.66666666666669,69,0
2276,208,311.0,2763.25,445.5,-66.50143432404789,116.66666666666669,77,0
2277,208,781.0,2920.5,338.75,-32.5500034921934,90.0,80,0
2278,208,574.0,2275.25,50.25,-67.71441235316725,86.66666666666669,95,1
2279,209,402.0,2222.25,1549.75,-106.606980578617,93.33333333333334,13,0
2280,209,626.0,3122.75,1253.75,50.9468630539735,110.0,26,0
2281,209,596.0,2948.0,1221.75,-97.12501634890181,60.0,28,0
2282,209,697.0,3268.25,1162.5,-135.62959860841028,113.33333333333334,30,0
2283,209,985.0,2780.25,1041.25,57.90740867126584,116.66666666666669,37,0
2284,209,681.0,2932.5,811.25,112.44275336529437,86.66666666666669,51,1
2285,209,534.0,3249.5,752.0,178.2100893917539,103.33333333333334,56,0
2286,209,341.0,2246.0,577.25,-80.86982351772131,86.66666666666669,68,0
2287,209,137.0,3407.75,488.75,-7.815293546766876,93.33333333333334,76,0
2288,209,311.0,2755.5,446.0,-71.07535558394876,116.66666666666669,77,0
2289,209,781.0,2912.5,335.5,-41.82016988013577,83.33333333333334,81,1
2290,209,574.0,2274.5,50.25,-66.68229161324493,96.66666666666669,95,1
2294,210,402.0,2218.75,1545.5,-104.28109573597084,96.66666666666669,12,0
2295,210,626.0,3120.0,1252.5,53.84181456019167,103.33333333333334,22,0
2296,210,697.0,3271.0,1168.25,-141.3401917459099,103.33333333333334,26,0
2297,210,985.0,2778.75,1045.25,56.093723011557856,120.0,34,0
2298,210,681.0,2935.75,811.75,117.03086025984298,90.0,44,0
2299,210,534.0,3248.75,751.25,175.4622274920934,106.66666666666669,47,0
2300,210,341.0,2245.75,574.5,-70.55996517182379,96.66666666666669,59,1
2301,210,311.0,2749.25,450.0,-75.30268072048808,103.33333333333334,69,0
2302,210,781.0,2912.75,332.5,-42.6467031338917,80.0,74,0
2305,211,626.0,3123.0,1253.25,54.56668598971442,103.33333333333334,22,0
2306,211,697.0,3264.5,1176.0,-133.8308606720926,103.33333333333334,27,0
2307,211,985.0,2776.5,1039.75,57.828782871455424,113.33333333333334,35,0
2308,211,534.0,3249.25,751.75,177.18444331578877,100.0,53,0
2309,211,341.0,2240.25,570.5,-78.46537934635529,56.66666666666667,66,1
2310,211,311.0,2739.0,455.0,-74.47588900324574,116.66666666666669,76,0
2311,211,781.0,2906.75,335.0,-35.166436035792884,86.66666666666669,80,0
2313,211,574.0,2275.75,53.75,-62.102728969052365,83.33333333333334,92,1
2315,212,626.0,3124.0,1251.5,51.632514615138476,103.33333333333334,20,0
2316,212,596.0,2943.25,1232.5,-102.92599912470594,66.66666666666667,21,0
2317,212,985.0,2775.5,1041.5,56.768288932020646,113.33333333333334,34,0
2318,212,681.0,2940.75,809.75,107.78388844269251,93.33333333333334,48,0
2319,212,534.0,3249.5,751.75,174.3824194098732,103.33333333333334,50,0
2320,212,341.0,2241.5,570.0,-80.90972307917768,66.66666666666667,62,1
