frame,ID,centroidX,centroidY,dir,1cm,test,7,,59,75,104,135,211,237,324,341,361,377,413,436,456,510,579,609,637,664,681,720,802,844,910,1074,1104,1403,1620,1718,1799,1903,2006,2072,2192,2242,2355,2856,2880,3163,3358,3388
288,413,1944,662.5,-103.1340223,100,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,59,2623.5,201,-36.32682595,33.33333333,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2242,2384.5,1521.75,-127.2079219,103.3333333,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1903,2640.5,1450,68.83874018,113.3333333,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,104,2348.75,1280.25,-21.97450799,96.66666667,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2856,2091.25,886,-111.476791,106.6666667,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,135,2925.25,388.25,-42.06432655,73.33333333,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,720,2824.25,104.5,118.6104597,83.33333333,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2242,2385,1522.75,-128.2544204,103.3333333,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1903,2640.25,1449.75,71.05349531,116.6666667,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,104,2349,1282,36.86989765,96.66666667,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,910,2376.5,1210.25,-96.05419189,106.6666667,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2856,2091.25,886,-111.476791,106.6666667,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,720,2820.5,115.25,110.3532291,90,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2242,2382.75,1522.75,-128.7965521,96.66666667,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1903,2640,1450.5,71.02959219,106.6666667,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2856,2090.75,886,-112.1354919,113.3333333,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,413,1949.25,641.25,-78.69006753,80,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2242,2383.5,1523,-123.6900675,96.66666667,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1903,2638.5,1450.5,67.24902366,110,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,104,2348,1291.25,41.63353934,83.33333333,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2856,2090.75,887.25,-113.1985905,106.6666667,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,413,1944.25,638.5,-66.29735405,73.33333333,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,720,2824.25,114.5,110.4495476,86.66666667,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2242,2383.5,1523,-123.6900675,96.66666667,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1903,2636.5,1451.25,72.34987578,113.3333333,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,104,2349.25,1291,38.50065372,86.66666667,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2856,2090.75,886.75,-116.17529,113.3333333,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,413,1931.5,640.75,-75.32360686,73.33333333,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,720,2826.75,118.25,118.5399852,93.33333333,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2242,2384,1523.25,-122.0053832,96.66666667,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1903,2634.5,1451.5,71.56505118,113.3333333,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,3358,2942.75,1411.5,147.4649328,103.3333333,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,104,2349.25,1289.25,37.87498365,90,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,910,2386.25,1214.75,-118.6861476,96.66666667,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2856,2091.5,886,-111.1612598,110,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,720,2833,128,116.5650512,90,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2242,2383.75,1522.5,-124.6409475,103.3333333,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1903,2632.5,1455,73.14160123,113.3333333,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,3358,2936.25,1399.25,143.914927,116.6666667,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,910,2389.25,1213.75,-119.0546041,90,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,413,1915,638.75,-75.96375653,76.66666667,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,720,2834.75,133.5,116.1310005,90,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2242,2384.25,1522.5,-123.6900675,103.3333333,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1903,2633.25,1456.75,74.16761338,113.3333333,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,3358,2924.5,1384,140.5993393,120,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2355,2536.75,1317.25,25.42687417,120,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,104,2350,1288.5,41.0090869,86.66666667,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,910,2388.5,1219.25,-118.3690463,93.33333333,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,413,1905,641,-67.38013505,100,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,59,2275.25,1626.5,-41.3785153,70,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2242,2384.25,1522.25,-124.3803447,103.3333333,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1903,2633,1458.5,75.17352003,116.6666667,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,3358,2915,1368.5,129.8055711,120,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2355,2542.5,1318.75,20.44954761,106.6666667,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,910,2388.75,1223.25,-124.4608163,103.3333333,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,413,1907.5,643.25,-65.46227152,86.66666667,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2242,2382.5,1523.5,-130.0302593,86.66666667,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1903,2631.5,1461.5,78.02386756,110,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,3358,2912.75,1360,127.6656212,113.3333333,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2355,2546.75,1327.75,27.64597536,130,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,104,2352,1284.75,-25.20112365,86.66666667,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2856,2091.25,885.5,-113.0851337,106.6666667,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,75,2002.25,1692,-162.8380812,106.6666667,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,59,2272,1634,-45,90,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2242,2383.5,1522.75,-124.4183645,96.66666667,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1903,2632.5,1463.25,78.85711014,110,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,3358,2911.25,1356.25,120.2032378,116.6666667,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,104,2347.25,1285,44.34145682,93.33333333,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,910,2387.75,1232.5,-128.9559078,96.66666667,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2856,2090.5,885.5,-114.145542,106.6666667,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,413,1850.75,638.25,-96.76617482,110,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,75,2005.5,1701.75,-161.3010172,100,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2242,2385.25,1523.25,-126.3474582,103.3333333,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1903,2633.5,1466.5,81.86989765,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3358,2908.5,1357.75,123.4762783,120,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,104,2337.25,1284.5,-36.50144112,93.33333333,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2856,2091.5,885.75,-111.960564,110,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2355,1841.25,644.5,74.9621841,113.3333333,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2242,2384.75,1522.25,-125.3401069,96.66666667,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1903,2637,1472.75,74.38901147,93.33333333,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,3358,2906.5,1358,122.8285418,113.3333333,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,910,2386.25,1237.25,-131.268603,110,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2006,2634.25,221.5,85.16958004,116.6666667,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,75,2018,1715.75,-168.111342,110,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2242,2385,1521.75,-126.2094568,103.3333333,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1903,2636.75,1471.25,82.56859203,116.6666667,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,3358,2907.5,1359.75,128.3201139,113.3333333,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2006,2639.75,221.25,86.08175114,120,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,75,2022.5,1720.5,-171.8698976,116.6666667,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2242,2385,1522.25,-126.8698976,103.3333333,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1903,2634.75,1475,80.13419306,116.6666667,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,3358,2907.5,1357.25,124.7431802,120,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2355,1735.25,671.25,78.34070735,113.3333333,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,59,2247.5,1612.25,-33.69006753,96.66666667,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2242,2384,1520.25,-124.8544556,103.3333333,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1903,2631.5,1476,83.48019825,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,3358,2908,1357,124.508523,123.3333333,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2856,2090.75,885,-112.1354919,106.6666667,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,413,1721.5,685.25,-102.8042661,110,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,59,2233.5,1604,-43.78112476,83.33333333,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2242,2385.5,1522,-126.5288554,96.66666667,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1903,2635.75,1473.25,82.56859203,116.6666667,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,3358,2907.25,1359,124.9309373,113.3333333,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,910,2369.25,1273.25,-129.0531369,90,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2856,2090.75,885,-112.1354919,106.6666667,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2006,2645,218,96.70983681,113.3333333,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,59,2220.25,1588.75,-46.19348942,90,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1903,2636.75,1473.25,82.56859203,113.3333333,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,3358,2899.25,1353.25,124.3150876,116.6666667,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2006,2645.5,213.25,109.2126718,103.3333333,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,59,2214.25,1571.25,-39.4278022,86.66666667,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2242,2398,1516.25,-130.006256,103.3333333,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1903,2638,1474.25,82.46055486,116.6666667,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,3358,2903.5,1353.25,123.0848529,116.6666667,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2856,2090.75,885,-115.3879063,110,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,59,2763.75,1631.25,55.30484647,73.33333333,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,59,2202.25,1561.25,-52.94347181,100,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2242,2393,1516.25,-134.3969088,113.3333333,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1903,2637.5,1472.5,79.28687698,100,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,3358,2904.25,1351.5,123.6900675,113.3333333,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,413,1637.25,755,-120.5475717,113.3333333,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,59,3024.5,457.25,-55.71312302,120,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2242,2393,1515,-130.2363583,103.3333333,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1903,2636.5,1473.25,78.15792388,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,3358,2906.25,1352.25,121.7594801,120,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,324,2567.75,1333,150.8519282,96.66666667,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2856,2091.5,885.5,-112.7509763,110,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,413,1620.75,765.75,-126.702855,110,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2006,2643,215,120.9637565,110,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2242,2392.75,1515.5,-134.3839401,106.6666667,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,3358,2905.25,1351,122.4123066,120,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1903,2638.25,1474.5,81.98290693,120,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,104,2336,1286.25,-44.118596,90,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2006,2643,213.5,104.82648,110,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,59,2209.5,1542,-43.53119929,76.66666667,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1903,2639.75,1476,83.74596726,116.6666667,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,3358,2908.25,1351.75,121.4641436,116.6666667,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,104,2338,1295.25,33.25436657,70,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,59,2135.75,983,147.1886332,63.33333333,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2856,2093.5,880.75,-111.960564,113.3333333,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2006,2645.75,210.75,107.9044475,113.3333333,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,681,2078.25,1805.5,72.78392641,66.66666667,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,59,2193.25,1533.25,-39.4278022,83.33333333,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2242,2393,1517.75,-123.4533095,106.6666667,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1903,2640,1475.5,85.23635831,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,324,2561,1333,151.6992442,90,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3358,2907.75,1349.25,120.9637565,120,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,413,1566.5,776,-122.8285418,116.6666667,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2006,2648.75,210,104.6973193,90,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,59,2199,1525.75,-30.78414653,93.33333333,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2242,2391.75,1518.75,-126.702855,103.3333333,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1903,2641,1477.5,85.23635831,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,3358,2911.25,1347.5,119.5603545,120,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2856,2090.75,884.25,-111.297354,106.6666667,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,413,1551.75,794,-126.0273734,116.6666667,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,59,2212,1512,-31.60750225,60,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2242,2391.25,1519,-129.6990735,103.3333333,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1903,2641.25,1478.5,84.88268515,116.6666667,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,3358,2912.25,1341.5,121.0973129,113.3333333,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,324,2336.5,1296.75,-44.16968451,90,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2856,2091,883.75,-112.6198649,106.6666667,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,413,1546,793.5,-131.7602997,116.6666667,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2242,2390.75,1520.5,-124.6409475,100,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1903,2642,1478.75,87.61405597,120,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,3358,2911.75,1341.25,112.5572466,103.3333333,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,324,2337.5,1296.5,-45,63.33333333,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2856,2090.75,884,-112.1354919,106.6666667,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2006,2648.75,212.5,101.4695303,116.6666667,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,720,2992.5,145.5,108.4349488,93.33333333,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2242,2390.75,1521,-123.2065703,103.3333333,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3358,2919.75,1342,114.8803669,123.3333333,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,802,2682,1256,52.59464337,86.66666667,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2856,2089.5,884.5,-109.5366549,110,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2006,2649.25,213.25,105.8323866,116.6666667,126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2242,2391,1521.5,-128.9275436,103.3333333,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1903,2644.5,1482.25,89.18154454,116.6666667,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,3358,2918.75,1338.25,114.193209,120,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2856,2090.5,884.25,-110.3532291,110,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,720,3008.75,145.5,114.5196427,93.33333333,121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2242,2390.75,1522.25,-123.4653793,96.66666667,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,104,2332,1291.5,21.16125982,70,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2856,2090.25,884.75,-108.9966542,106.6666667,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2006,2648,215,106.3895403,116.6666667,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2880,3014.25,143.5,121.723603,73.33333333,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2242,2390.5,1523,-121.8274466,103.3333333,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,104,2331.5,1290.25,-56.65929265,76.66666667,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2006,2645,216,104.0362435,110,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2242,2390.25,1522.75,-122.9885216,93.33333333,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1903,2653,1498.5,106.9908233,123.3333333,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3358,2914.5,1330,102.8750016,123.3333333,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2242,2336,1277,149.0362435,116.6666667,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2192,2664,1255,-41.63353934,76.66666667,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2006,2648,216.25,105.6109885,113.3333333,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,720,3031.5,148.25,113.0704122,86.66666667,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2242,2390.75,1523,-123.2065703,103.3333333,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2192,2659,1255,-45,80,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2856,2090.25,884.25,-110.6589101,110,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2242,2390.5,1522.25,-123.9174305,100,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
