,frame,ID,centroidX,centroidY,dir,1cm,test,7
146,20,1947.0,2141.75,672.25,23.68208772453845,110.0,65.0,0
147,20,985.0,2837.75,515.0,154.20397350550002,110.0,73.0,1
149,21,427.0,3138.5,1457.5,-67.9321004375898,116.66666666666669,16.0,1
151,21,467.0,2849.5,1038.0,-146.7251120151651,120.0,37.0,0
153,21,1947.0,2141.0,671.25,24.65589874408161,106.66666666666669,56.0,1
156,22,467.0,2849.5,1038.5,-145.88552705465875,120.0,44.0,1
159,22,1947.0,2138.25,668.25,97.25319461272535,70.0,70.0,1
160,22,1419.0,3196.0,660.25,-22.83365417791755,96.66666666666669,71.0,1
162,23,427.0,3136.75,1461.25,-71.56505117707798,110.0,21.0,1
164,23,467.0,2849.5,1038.5,-145.88552705465875,116.66666666666669,45.0,0
166,23,1419.0,3195.25,660.25,-26.965714432870143,100.0,71.0,1
168,24,467.0,2851.0,1037.75,-145.90502204523446,116.66666666666669,42.0,0
170,24,1947.0,2139.25,669.5,17.037767795625633,113.33333333333334,64.0,1
171,24,1947.0,2155.75,582.25,-146.5921754102911,70.0,72.0,1
172,25,427.0,3140.75,1462.25,-69.5377284765778,113.33333333333334,18.0,1
173,25,467.0,2853.25,1036.25,-144.46232220802563,120.0,40.0,0
174,25,681.0,2196.0,961.0,69.44395478041653,116.66666666666669,46.0,0
177,25,1947.0,2139.25,671.25,17.300527191945008,110.0,62.0,1
178,25,985.0,2922.75,465.5,172.23483398157467,110.0,73.0,1
181,26,467.0,2855.5,1036.5,-145.88552705465875,116.66666666666669,34.0,0
184,26,985.0,2809.5,532.5,-169.28687697720898,123.33333333333334,68.0,0
185,26,985.0,2919.75,465.25,172.34934904464058,110.0,71.0,0
187,27,427.0,3145.25,1465.25,-76.15930450834438,113.33333333333334,17.0,1
188,27,467.0,2857.5,1036.0,-142.52382043863858,123.33333333333334,38.0,0
192,27,1947.0,2137.0,674.0,19.653824058053306,110.0,61.0,1
195,28,427.0,3144.0,1462.5,-78.99645914825051,116.66666666666669,18.0,1
196,28,467.0,2858.5,1035.25,-144.55428967240178,123.33333333333334,39.0,0
197,28,681.0,2196.0,961.25,71.83404347077447,116.66666666666669,47.0,0
201,29,467.0,2859.75,1035.0,-144.3720927085791,126.66666666666669,34.0,0
202,29,681.0,2195.75,961.5,71.30101719581889,113.33333333333334,42.0,0
205,29,985.0,2795.0,544.25,-170.9097230791777,126.66666666666669,63.0,0
209,30,467.0,2861.75,1036.0,-143.7073702715204,123.33333333333334,34.0,0
210,30,681.0,2194.75,961.25,68.96248897457819,113.33333333333334,40.0,0
213,30,1419.0,3188.5,665.5,-24.14554196042165,100.0,57.0,1
215,31,467.0,2862.25,1035.75,-142.9893267663969,126.66666666666669,36.0,0
218,31,985.0,2804.75,538.25,-167.38067770656926,116.66666666666669,67.0,0
220,32,427.0,3144.75,1468.0,-83.19094982038659,116.66666666666669,22.0,1
222,32,467.0,2861.0,1035.0,-140.9061411137705,110.0,42.0,0
223,32,681.0,2196.0,960.75,70.23283132320836,113.33333333333334,49.0,0
226,32,1947.0,2135.0,678.25,9.865806943084367,110.0,61.0,0
227,32,985.0,2805.25,538.25,-164.89890183861456,110.0,70.0,0
229,33,427.0,3144.5,1468.0,-86.72951207681645,116.66666666666669,18.0,1
231,33,467.0,2861.5,1035.75,-144.71325102494032,123.33333333333334,37.0,0
232,33,681.0,2196.0,960.75,70.23283132320836,113.33333333333334,43.0,0
235,33,1947.0,2136.0,675.0,94.08561677997488,76.66666666666667,55.0,1
236,33,985.0,2804.25,540.75,-154.44003482817618,96.66666666666669,62.0,1
238,34,427.0,3145.25,1467.75,-84.20720350496784,116.66666666666669,19.0,1
240,34,467.0,2861.0,1036.5,-144.63753811293097,123.33333333333334,37.0,0
241,34,681.0,2196.25,960.5,67.5741380786482,113.33333333333334,45.0,0
244,34,985.0,2806.0,547.5,-160.01689347810003,113.33333333333334,67.0,1
247,35,467.0,2860.5,1035.5,-147.52880770915152,120.0,33.0,0
248,35,681.0,2196.25,960.75,69.94390526342458,110.0,41.0,0
251,35,1947.0,2139.5,674.75,11.802434207783547,113.33333333333334,57.0,0
252,35,985.0,2802.25,552.5,-161.28826212490026,113.33333333333334,63.0,0
256,36,467.0,2860.5,1034.75,-145.4516329439887,120.0,33.0,0
257,36,681.0,2196.25,960.75,69.94390526342458,110.0,41.0,0
259,36,1947.0,2138.25,674.25,18.434948822922014,90.0,58.0,0
262,37,467.0,2860.75,1035.0,-146.10383343663608,120.0,29.0,1
264,37,985.0,2786.25,543.25,-164.89890183861456,113.33333333333334,55.0,0
267,38,456.0,2303.0,1279.5,85.23635830927383,123.33333333333334,28.0,0
269,38,467.0,2860.5,1035.0,-148.2985703304943,113.33333333333334,39.0,1
271,38,1947.0,2140.75,671.75,16.476881393687965,103.33333333333334,61.0,0
272,38,985.0,2786.5,541.75,-158.19859051364818,110.0,66.0,0
275,39,467.0,2861.25,1034.0,-144.8879888155778,120.0,34.0,0
276,39,681.0,2196.25,960.75,69.94390526342458,110.0,42.0,0
280,39,1947.0,2140.75,669.5,17.650124219930124,106.66666666666669,56.0,1
281,39,985.0,2784.75,539.0,-152.67610869865342,113.33333333333334,63.0,0
284,40,467.0,2863.0,1033.0,-149.5344550805401,123.33333333333334,35.0,0
288,40,1947.0,2139.75,669.25,21.037511025421818,106.66666666666669,59.0,0
289,40,985.0,2783.75,536.75,-151.46001481204001,106.66666666666669,64.0,0
292,41,467.0,2861.0,1032.75,-145.90502204523446,120.0,38.0,0
296,41,1947.0,2138.75,669.25,18.996654155488557,106.66666666666669,65.0,0
297,41,985.0,2785.5,536.5,-144.86580694308438,110.0,70.0,1
301,42,467.0,2861.5,1032.0,-146.7251120151651,116.66666666666669,34.0,1
304,42,1947.0,2136.5,677.75,18.178018798418503,103.33333333333334,56.0,0
305,42,985.0,2777.5,536.25,-143.31027716752422,110.0,61.0,1
308,43,467.0,2862.0,1032.5,-146.30993247402026,123.33333333333334,37.0,0
312,43,985.0,2771.0,538.0,-139.76364169072622,113.33333333333334,66.0,1
315,44,467.0,2861.75,1031.75,-144.1301764822787,123.33333333333334,40.0,0
316,44,985.0,2768.0,542.75,-133.4234499448163,113.33333333333334,70.0,1
319,45,467.0,2862.5,1033.0,-148.2985703304943,120.0,39.0,0
323,45,985.0,2768.0,546.5,-136.16913932790743,120.0,63.0,0
326,46,467.0,2862.5,1032.75,-145.4516329439887,120.0,41.0,0
327,46,681.0,2195.75,961.5,71.30101719581889,113.33333333333334,48.0,0
330,46,1947.0,2138.5,673.0,26.56505117707799,103.33333333333334,64.0,0
331,46,985.0,2766.0,544.25,-134.39690880561946,113.33333333333334,70.0,0
335,47,467.0,2862.25,1032.0,-143.79054318281396,130.0,36.0,0
336,47,681.0,2196.0,961.5,71.02959219151346,116.66666666666669,44.0,0
339,47,1947.0,2137.5,675.0,32.34744349944203,80.0,61.0,0
340,47,985.0,2764.25,542.25,-131.56636963754949,120.0,70.0,0
344,48,467.0,2862.75,1035.0,-146.10383343663608,123.33333333333334,39.0,0
348,48,1947.0,2139.25,675.5,23.532348560901013,100.0,62.0,0
349,48,985.0,2763.5,540.0,-125.36246188706906,120.0,68.0,1
352,49,467.0,2863.25,1034.75,-147.7575321608767,120.0,43.0,0
356,49,1947.0,2137.25,673.0,27.43972794819931,100.0,65.0,0
357,49,985.0,2767.75,543.5,-123.6900675259798,116.66666666666669,72.0,0
359,50,427.0,3127.75,1464.5,-95.44033203100551,116.66666666666669,16.0,1
361,50,467.0,2864.0,1035.5,-148.78159723565358,120.0,37.0,0
364,50,1947.0,2136.5,671.75,28.61045966596522,96.66666666666669,60.0,1
365,50,985.0,2769.25,545.75,-128.77417093557423,120.0,65.0,0
367,51,427.0,3128.25,1464.75,-97.88313931672974,120.0,18.0,1
369,51,467.0,2869.5,1036.75,-151.1573398645879,120.0,44.0,0
370,51,681.0,2196.75,961.0,68.52320902045962,110.0,52.0,0
374,51,985.0,2772.5,548.5,-127.14668669802177,120.0,80.0,0
376,52,427.0,3128.5,1465.0,-100.30484646876604,116.66666666666669,18.0,1
378,52,467.0,2868.0,1037.75,-155.1196331408183,123.33333333333334,37.0,0
381,52,985.0,2771.75,551.25,-124.31508759999727,123.33333333333334,67.0,0
383,53,427.0,3127.75,1466.5,-99.01932243138168,120.0,15.0,1
385,53,467.0,2871.0,1038.75,-155.34410125591842,126.66666666666669,32.0,0
389,53,985.0,2775.0,556.5,-119.1974860460645,116.66666666666669,60.0,0
392,54,427.0,3127.0,1467.25,-99.7524249416538,116.66666666666669,17.0,1
394,54,467.0,2875.25,1038.5,-154.75947073521317,130.0,38.0,0
397,54,1947.0,2137.0,676.5,25.76932762433871,90.0,64.0,1
398,54,985.0,2775.25,559.25,-116.89623696549342,120.0,69.0,0
400,55,427.0,3130.5,1468.75,-99.96380418990721,116.66666666666669,18.0,1
402,55,467.0,2874.5,1039.0,-150.80251395393557,110.0,39.0,1
405,55,985.0,2775.25,562.5,-117.49913873104715,123.33333333333334,70.0,0
409,56,467.0,2879.75,1039.0,-155.49259476987032,123.33333333333334,35.0,0
411,56,1419.0,3183.25,670.25,-20.224859431168078,103.33333333333334,61.0,0
412,56,985.0,2775.5,565.25,-115.31288380187416,126.66666666666669,66.0,0
414,57,427.0,3133.5,1475.5,-101.3099324740202,113.33333333333334,17.0,1
416,57,467.0,2881.75,1039.25,-155.17065341185042,120.0,35.0,0
417,57,681.0,2196.0,960.75,67.12633480937329,116.66666666666669,43.0,0
420,57,1947.0,2136.0,668.75,30.19162296095761,93.33333333333334,65.0,1
421,57,985.0,2776.0,563.75,-114.6235647861636,123.33333333333334,70.0,0
423,58,427.0,3133.5,1478.75,-100.52078431387436,110.0,15.0,1
424,58,467.0,2883.75,1039.25,-158.05130091647302,126.66666666666669,34.0,0
425,58,681.0,2196.25,961.0,69.14554196042165,113.33333333333334,42.0,0
429,58,985.0,2775.75,565.5,-115.58851314131643,123.33333333333334,67.0,0
433,59,467.0,2885.75,1037.0,-161.31264849478885,126.66666666666669,31.0,0
434,59,681.0,2196.0,961.0,69.44395478041653,113.33333333333334,38.0,0
436,59,1947.0,2136.0,670.0,29.74488129694222,93.33333333333334,58.0,1
437,59,985.0,2776.75,567.25,-112.45693899994212,123.33333333333334,64.0,0
441,60,681.0,2195.75,961.0,66.69510946079689,110.0,43.0,0
445,60,985.0,2776.5,567.25,-112.72973207994471,123.33333333333334,65.0,0
447,61,456.0,2386.75,1331.75,98.3929251873925,113.33333333333334,19.0,1
448,61,467.0,2885.75,1039.75,27.64597536373868,130.0,33.0,1
452,61,985.0,2777.0,567.25,-114.72731438669014,123.33333333333334,64.0,0
455,62,427.0,3141.25,1478.0,-103.0552472237966,116.66666666666669,13.0,1
457,62,681.0,2196.75,961.25,67.71441235316725,110.0,39.0,0
461,62,985.0,2775.75,569.25,-113.58703052512823,123.33333333333334,64.0,0
463,63,427.0,3143.25,1477.5,-104.62087398863164,113.33333333333334,16.0,1
465,63,467.0,2884.75,1037.0,-152.7648533006975,113.33333333333334,35.0,0
466,63,681.0,2196.5,961.25,68.03943597990353,110.0,43.0,0
470,63,1947.0,2140.75,669.25,30.06858282186245,96.66666666666669,59.0,1
471,63,985.0,2775.5,572.75,-111.39981013208224,120.0,68.0,1
474,64,467.0,2884.75,1036.5,-158.9076604941725,126.66666666666669,31.0,0
475,64,681.0,2196.25,961.25,68.355564859286,113.33333333333334,37.0,0
479,64,1947.0,2143.75,673.0,40.87240829748828,80.0,56.0,0
480,64,1419.0,3180.75,671.75,-16.782644145270705,110.0,57.0,0
481,64,985.0,2774.25,572.0,71.32329826780989,126.66666666666669,61.0,1
485,65,467.0,2883.5,1033.75,-155.22485943116808,126.66666666666669,33.0,0
486,65,681.0,2196.5,961.5,67.24902365721238,113.33333333333334,41.0,0
489,65,985.0,2773.0,575.0,-111.25050550713324,120.0,66.0,0
493,66,467.0,2881.75,1034.5,-157.27026792005532,126.66666666666669,31.0,0
494,66,681.0,2196.0,961.25,68.66314070819435,110.0,41.0,0
497,66,1947.0,2142.75,673.25,40.33314162856101,83.33333333333334,59.0,1
498,66,985.0,2775.25,578.0,-110.26569747094752,120.0,65.0,0
499,67,427.0,3148.0,1476.25,-107.71579270637693,116.66666666666669,16.0,1
501,67,467.0,2878.5,1035.0,-147.65255650055798,126.66666666666669,37.0,1
502,67,681.0,2196.75,960.75,66.12471914607251,113.33333333333334,43.0,0
506,67,1419.0,3179.5,671.25,-19.832129850218386,106.66666666666669,60.0,1
507,67,985.0,2774.25,578.5,-106.77122381863043,120.0,65.0,0
510,68,427.0,3146.5,1476.5,-108.43494882292202,116.66666666666669,14.0,1
513,68,467.0,2884.0,1031.5,-157.01128319791937,120.0,38.0,0
515,68,1947.0,2144.5,671.0,36.15818543980833,100.0,62.0,0
516,68,985.0,2774.5,579.75,-107.77132082290876,120.0,66.0,0
518,69,427.0,3146.75,1476.5,-108.17801879841848,116.66666666666669,15.0,1
520,69,467.0,2883.0,1034.75,-155.34410125591842,123.33333333333334,35.0,0
524,69,1947.0,2144.5,671.25,37.79394299861673,100.0,60.0,1
525,69,985.0,2775.0,579.75,-108.20848447058084,116.66666666666669,66.0,0
526,70,427.0,3149.0,1478.5,-113.80594351845772,120.0,18.0,1
529,70,467.0,2884.0,1034.25,-155.73870914752217,130.0,39.0,0
530,70,681.0,2195.75,961.0,69.7343025290525,113.33333333333334,46.0,0
534,70,1947.0,2144.5,671.75,41.78451600825179,90.0,64.0,1
535,70,985.0,2773.75,577.0,-107.74467162505691,123.33333333333334,70.0,0
538,71,467.0,2882.5,1033.25,-154.41148685868356,130.0,40.0,0
542,71,1947.0,2142.5,670.25,43.191260677507934,80.0,63.0,1
543,71,985.0,2772.25,574.0,-108.1991650530454,126.66666666666669,69.0,0
544,72,427.0,3150.25,1478.5,-112.34064795999414,116.66666666666669,12.0,1
546,72,467.0,2883.0,1032.5,-158.19859051364818,126.66666666666669,35.0,0
549,72,1947.0,2144.75,670.75,35.96051719664489,96.66666666666669,61.0,0
550,72,1419.0,3179.25,671.0,-19.290046219188735,100.0,62.0,0
551,72,985.0,2769.5,572.25,-110.045249425421,123.33333333333334,69.0,0
553,73,427.0,3148.0,1480.5,-109.85521436932106,116.66666666666669,12.0,1
556,73,467.0,2883.25,1033.25,-156.5953104489677,126.66666666666669,33.0,0
557,73,681.0,2196.5,961.0,68.83874018317172,113.33333333333334,41.0,0
559,73,985.0,2769.5,569.5,-112.06789956241022,120.0,64.0,0
560,74,427.0,3148.5,1481.5,-110.3764352138364,116.66666666666669,15.0,1
562,74,467.0,2883.75,1033.5,-154.8406980839683,126.66666666666669,35.0,0
563,74,681.0,2196.0,960.5,67.89055165624833,113.33333333333334,43.0,0
566,74,1947.0,2148.75,673.25,37.72499504211075,96.66666666666669,56.0,1
567,74,985.0,2770.25,567.5,-114.97391090588341,123.33333333333334,63.0,0
568,75,427.0,3147.75,1484.75,-112.21759426951832,123.33333333333334,14.0,1
572,75,467.0,2883.75,1034.25,-156.41296947487174,123.33333333333334,38.0,0
575,75,1947.0,2150.0,671.75,38.10757687751486,103.33333333333334,63.0,0
576,75,985.0,2770.5,568.0,-113.38522105721377,120.0,69.0,0
577,76,427.0,3147.75,1484.75,-112.21759426951832,110.0,14.0,1
579,76,467.0,2883.0,1034.25,-158.4773998920929,126.66666666666669,37.0,0
580,76,681.0,2196.25,961.25,68.355564859286,110.0,44.0,0
584,76,1947.0,2152.25,674.5,37.954230875132524,100.0,59.0,1
585,76,985.0,2769.25,568.25,-111.92958775017536,116.66666666666669,64.0,0
586,77,427.0,3146.5,1485.5,-111.5014343240479,113.33333333333334,13.0,1
588,77,467.0,2883.0,1033.5,-157.01128319791937,126.66666666666669,34.0,0
589,77,681.0,2196.25,961.25,71.56505117707798,106.66666666666669,42.0,0
592,77,985.0,2765.75,568.0,-113.10632685827156,116.66666666666669,63.0,0
593,78,427.0,3142.75,1484.75,-111.644435140714,113.33333333333334,17.0,1
595,78,467.0,2883.25,1033.5,-156.2796044276954,120.0,39.0,1
598,78,1947.0,2244.75,700.5,133.3316625517067,103.33333333333334,61.0,0
599,78,1947.0,2152.75,677.75,35.96051719664489,103.33333333333334,62.0,0
600,78,985.0,2761.25,569.25,-115.61548432064215,123.33333333333334,69.0,0
602,79,427.0,3140.0,1483.25,-106.53483785734517,113.33333333333334,13.0,1
605,79,467.0,2883.25,1033.0,-156.90317808183917,126.66666666666669,39.0,0
606,79,681.0,2196.5,961.25,71.28826212490024,110.0,48.0,0
610,79,1947.0,2153.75,681.0,38.25442035251718,100.0,62.0,1
611,79,1419.0,3180.0,670.5,-17.87869659584134,106.66666666666669,63.0,0
612,79,985.0,2757.75,569.5,-115.58851314131643,123.33333333333334,68.0,0
615,80,467.0,2883.25,1034.75,-155.95577673063218,130.0,38.0,0
618,80,1947.0,2153.25,675.5,35.83765295427829,103.33333333333334,59.0,0
619,80,985.0,2756.5,567.5,-114.67686317033707,123.33333333333334,68.0,0
620,81,427.0,3139.0,1482.25,-107.71579270637693,113.33333333333334,15.0,1
622,81,467.0,2882.5,1035.25,-155.87901688055743,126.66666666666669,38.0,0
623,81,681.0,2196.5,961.25,71.28826212490024,110.0,46.0,0
625,81,1947.0,2152.75,674.75,35.96051719664489,103.33333333333334,59.0,0
626,81,985.0,2758.5,567.25,-115.31288380187416,123.33333333333334,69.0,0
627,82,427.0,3137.75,1481.75,-106.47688139368799,120.0,15.0,1
632,82,1947.0,2155.75,676.25,31.908106935653162,103.33333333333334,61.0,0
633,82,985.0,2760.75,567.0,-116.88693419247672,126.66666666666669,69.0,0
635,83,467.0,2882.75,1035.25,-158.05130091647302,126.66666666666669,35.0,0
638,83,1947.0,2156.5,679.5,29.054604099077142,110.0,60.0,0
639,83,1419.0,3180.75,670.25,-17.300527191945008,106.66666666666669,61.0,1
640,83,985.0,2761.5,567.0,-117.21611155730749,120.0,68.0,0
642,84,427.0,3135.0,1480.5,-104.82647997035568,116.66666666666669,13.0,1
645,84,467.0,2881.75,1033.75,-156.99112991717712,130.0,36.0,0
646,84,681.0,2196.5,961.25,68.03943597990353,110.0,45.0,0
649,84,1947.0,2153.5,674.25,32.6805547433634,103.33333333333334,64.0,1
650,84,985.0,2760.75,566.75,-117.52522574374431,126.66666666666669,69.0,0
652,85,427.0,3132.75,1479.75,-104.23728046576107,113.33333333333334,17.0,1
655,85,467.0,2882.25,1034.75,-157.2034785320574,126.66666666666669,42.0,0
656,85,681.0,2196.5,961.0,72.12130340415867,110.0,50.0,0
659,85,1947.0,2145.25,668.75,34.46081627137177,103.33333333333334,64.0,0
660,85,985.0,2760.25,566.0,-116.25024236968888,123.33333333333334,69.0,0
663,86,681.0,2196.5,961.25,71.28826212490024,110.0,48.0,0
667,86,1947.0,2140.25,670.5,35.83765295427829,96.66666666666669,61.0,0
668,86,985.0,2759.0,565.5,-114.10223450116115,123.33333333333334,69.0,0
670,87,427.0,3133.25,1478.75,-101.3099324740202,113.33333333333334,16.0,1
673,87,467.0,2882.75,1034.5,-156.11350007836526,126.66666666666669,41.0,0
674,87,681.0,2196.25,961.25,71.56505117707798,106.66666666666669,48.0,0
678,87,985.0,2757.75,562.75,-117.52522574374431,126.66666666666669,71.0,0
679,88,427.0,3135.25,1479.0,-99.33499846313823,116.66666666666669,15.0,1
681,88,467.0,2882.75,1035.0,-158.34401096157748,126.66666666666669,39.0,0
682,88,681.0,2196.5,961.0,68.83874018317172,110.0,47.0,0
685,88,1947.0,2148.75,673.5,28.237445538167254,103.33333333333334,61.0,1
686,88,985.0,2757.0,564.75,-117.19812794850912,123.33333333333334,71.0,0
688,89,427.0,3132.5,1477.5,-98.61564818416413,113.33333333333334,16.0,1
690,89,467.0,2882.75,1033.75,-157.44275336529438,120.0,41.0,0
694,89,1947.0,2152.75,669.0,35.433314010285585,103.33333333333334,65.0,1
695,89,985.0,2754.5,563.5,-120.96375653207352,116.66666666666669,72.0,0
697,90,427.0,3133.0,1478.25,-101.1648801775486,110.0,11.0,1
700,90,467.0,2881.25,1035.0,-151.44860812703982,113.33333333333334,33.0,0
704,90,1947.0,2153.0,670.75,25.38790629109593,106.66666666666669,57.0,0
705,90,1419.0,3182.75,669.75,-16.782644145270705,106.66666666666669,58.0,1
706,90,985.0,2754.0,565.0,-117.89727103094765,123.33333333333334,66.0,0
707,91,427.0,3131.5,1478.0,-99.21102654081669,106.66666666666669,15.0,1
708,91,456.0,2376.25,1329.5,94.83041995828995,120.0,23.0,0
711,91,467.0,2884.25,1036.0,-155.3764352138364,126.66666666666669,37.0,0
714,91,1947.0,2154.25,675.0,30.801445976136826,110.0,62.0,0
715,91,985.0,2754.5,566.0,-115.86635679409453,123.33333333333334,70.0,0
717,92,427.0,3131.75,1477.25,-98.80679269443532,110.0,13.0,1
720,92,681.0,2196.5,961.0,68.83874018317172,113.33333333333334,42.0,0
722,92,1947.0,2155.25,672.25,33.43986920578224,106.66666666666669,59.0,1
723,92,985.0,2757.0,573.0,-110.22485943116808,120.0,69.0,1
726,93,467.0,2885.0,1034.75,-155.1196331408183,130.0,39.0,0
727,93,681.0,2196.5,960.75,66.46765143909899,110.0,48.0,0
730,93,1947.0,2154.0,665.5,33.690067525979785,90.0,64.0,0
731,93,985.0,2753.75,566.75,-112.21759426951832,120.0,71.0,0
732,94,427.0,3130.25,1475.75,-97.02839623894958,113.33333333333334,17.0,1
734,94,467.0,2887.0,1036.5,-152.70042778866718,126.66666666666669,39.0,0
738,94,1947.0,2149.25,670.25,31.551384948313483,96.66666666666669,63.0,0
739,94,985.0,2753.25,565.25,-110.2975697722287,123.33333333333334,69.0,0
742,95,467.0,2888.0,1035.5,-154.13364320590549,123.33333333333334,39.0,0
743,95,681.0,2196.5,960.75,69.64677085193117,110.0,49.0,0
745,95,1947.0,2143.5,674.0,29.538782259558097,106.66666666666669,65.0,0
746,95,985.0,2751.25,565.25,-114.19320898728876,123.33333333333334,75.0,0
748,96,427.0,3130.0,1476.5,-97.90716270295844,113.33333333333334,15.0,1
749,96,467.0,2888.25,1036.5,-148.15094868094468,116.66666666666669,39.0,0
750,96,681.0,2196.0,961.0,69.44395478041653,113.33333333333334,48.0,0
752,96,985.0,2749.25,566.0,-114.8803668591817,116.66666666666669,73.0,0
