frame,centroidX,centroidY
235,1905.3023124374772,1086.5667612382629
236,1905.9156676140767,1086.434970000253
237,1906.5290227906764,1086.3031787622435
238,1907.142377967276,1086.1713875242338
239,1907.142377967276,1086.1713875242338
456,1905.0833761578203,1084.7279890734803
457,1905.055763654562,1084.7138335699972
458,1905.028151151304,1084.6996780665138
459,1905.0005386480457,1084.6855225630306
460,1904.9729261447874,1084.6713670595473
461,1904.9453136415293,1084.657211556064
462,1904.917701138271,1084.6430560525807
463,1904.8900886350127,1084.6289005490976
464,1904.8624761317546,1084.6147450456142
465,1904.8348636284964,1084.600589542131
466,1904.8072511252383,1084.5864340386477
467,1904.77963862198,1084.5722785351645
468,1904.7520261187217,1084.5581230316811
469,1904.7244136154636,1084.543967528198
470,1904.6968011122053,1084.5298120247146
471,1904.669188608947,1084.5156565212314
472,1904.641576105689,1084.501501017748
473,1904.6139636024307,1084.487345514265
474,1904.6139636024307,1084.487345514265
