frame,centroidX,centroidY
156,2251.618577075099,745.8162055335968
157,2351.8325151160807,1094.614634169912
158,2452.0464531570624,1443.4130628062273
159,2552.260391198044,1792.2114914425426
160,2552.260391198044,1792.2114914425426
322,2362.7549019607845,1331.3235294117646
323,2305.0178090366585,1275.9912659846548
324,2247.280716112532,1220.6590025575447
325,2189.543623188406,1165.3267391304348
326,2131.80653026428,1109.9944757033247
327,2074.069437340154,1054.6622122762149
328,2016.3323444160274,999.3299488491048
329,1958.5952514919013,943.9976854219949
330,1900.858158567775,888.6654219948849
331,1843.1210656436488,833.333158567775
332,1785.3839727195227,778.000895140665
333,1727.6468797953967,722.668631713555
334,1669.9097868712704,667.336368286445
335,1612.1726939471441,612.004104859335
336,1554.435601023018,556.671841432225
337,1496.6985080988918,501.3395780051152
338,1438.9614151747655,446.0073145780052
339,1381.2243222506395,390.6750511508951
340,1323.4872293265132,335.34278772378525
341,1265.7501364023872,280.01052429667516
342,1208.013043478261,224.6782608695653
343,1208.013043478261,224.6782608695652
439,1280.2409152086134,256.3701211305518
440,1334.5057024076564,436.90499656049053
441,1388.7704896066994,617.4398719904292
442,1443.0352768057423,797.9747474203677
443,1497.3000640047853,978.5096228503066
444,1551.5648512038283,1159.0444982802453
445,1605.829638402871,1339.5793737101837
446,1660.094425601914,1520.1142491401226
447,1714.359212800957,1700.6491245700613
448,1768.624,1881.184
449,1768.624,1881.184
599,1861.650273224044,789.825136612022
600,1880.0747596724968,844.3068196355796
601,1898.49924612095,898.7885026591372
602,1916.9237325694028,953.2701856826948
603,1935.3482190178556,1007.7518687062524
604,1953.7727054663085,1062.23355172981
605,1972.1971919147616,1116.7152347533674
606,1990.6216783632144,1171.1969177769251
607,2009.0461648116673,1225.6786008004826
608,2027.4706512601201,1280.1602838240403
609,2045.8951377085732,1334.6419668475978
610,2064.319624157026,1389.1236498711555
611,2082.744110605479,1443.605332894713
612,2101.168597053932,1498.0870159182705
613,2119.5930835023846,1552.5686989418282
614,2138.0175699508377,1607.050381965386
615,2156.442056399291,1661.5320649889434
616,2174.8665428477434,1716.0137480125009
617,2193.2910292961965,1770.4954310360586
618,2211.7155157446496,1824.9771140596163
619,2230.140002193102,1879.458797083174
620,2248.5644886415553,1933.9404801067312
621,2266.988975090008,1988.422163130289
622,2285.413461538461,2042.9038461538466
623,2285.413461538461,2042.9038461538464
