frame,centroidX,centroidY
1,2637.178407350689,1467.426493108729
2,2641.9314329738063,1461.0939907550076
3,2639.7533936651585,1461.5279034690802
4,2641.847975553858,1456.4912146676852
5,2643.659382064808,1453.3112283345893
6,2642.1262848751835,1447.0146842878119
7,2652.6044943820225,1435.2996254681648
8,2655.6836964688205,1430.489105935387
9,2661.9066967644844,1427.9781790820166
10,2664.797145003757,1426.6574004507888
11,2666.150871872631,1423.2418498862776
12,2666.507575757576,1421.8757575757575
13,2670.269853508096,1417.649961449499
14,2667.6499238965,1401.1430745814307
15,2667.6499238965,1401.1430745814307
16,2662.578486055777,1395.6326693227093
17,2654.900232018561,1397.106728538283
18,2652.1590380139637,1400.8068269976727
19,2647.8284389489954,1402.0401854714066
20,2646.937311178248,1400.2152567975834
21,2645.621579358874,1400.2994526974198
22,2644.186492709133,1408.6546431312354
23,2648.306259314456,1413.391207153502
24,2650.356880058867,1412.6394407652685
25,2652.1384850803365,1413.4284621270083
26,2650.884929472903,1413.6711210096512
27,2636.0865384615386,1423.2130177514796
28,2634.339566192969,1421.3253552729993
29,2639.0187125748503,1426.6878742514969
30,2641.6155003762233,1427.5748683220465
31,2639.5281743050336,1429.6513899323816
32,2639.935114503817,1429.3885496183207
33,2641.5762974438417,1429.5786212238575
34,2642.272093023256,1428.8441860465116
35,2643.3884234577304,1429.6580350342724
36,2644.392424242424,1430.080303030303
37,2645.3546153846155,1431.2615384615383
38,2647.3540885221305,1432.403600900225
39,2648.5405807892776,1432.0
40,2648.955505279035,1430.469079939668
41,2649.8438461538462,1431.5723076923075
42,2649.351023502653,1434.5291887793783
43,2647.789751318764,1440.3978899773929
44,2647.9659511472987,1440.9659511472985
45,2648.496240601504,1439.372932330827
46,2648.3287878787883,1439.1227272727274
47,2648.823224852071,1438.694526627219
48,2649.1003717472117,1437.8505576208179
49,2648.854778028593,1437.6937547027842
50,2648.824508320726,1437.4727685325265
51,2649.413432835821,1437.0425373134326
52,2649.574279379157,1437.9519586104952
53,2648.6472369417106,1440.570022710068
54,2648.829341317365,1442.920658682635
55,2648.4239049740163,1443.6080178173722
56,2648.4053851907256,1443.4375467464472
57,2647.3160270880358,1443.1993980436416
58,2648.0681647940078,1442.801498127341
59,2648.730312035661,1444.1136701337296
60,2649.4550898203597,1443.7634730538925
61,2649.9825095057035,1443.4365019011407
62,2650.0500747384153,1442.8834080717486
63,2649.9400584795317,1443.1505847953213
64,2650.037257824143,1443.2153502235471
65,2650.194921583271,1443.4017923823749
66,2650.943904263276,1441.2625280478687
67,2650.9106351550963,1440.9652880354504
68,2650.609502598367,1440.68002969562
69,2650.5415407854985,1440.9962235649548
70,2649.9790262172282,1441.0531835205993
71,2649.436201780416,1441.1327893175073
72,2649.504077094144,1441.0785767234988
73,2649.6166037735848,1441.1947169811322
74,2649.732129420617,1441.0511662904441
75,2650.3360716952952,1440.9096340552649
76,2650.2216456634546,1440.7739065974795
77,2649.4768413059987,1441.5307517084284
78,2649.486752460257,1441.3626040878125
79,2649.693106004448,1441.4477390659747
80,2649.269088213492,1442.427724240178
81,2649.085218702866,1442.2926093514332
82,2649.1753445635527,1442.1309341500767
83,2649.161023325809,1441.8833709556054
84,2649.8151197604793,1441.4101796407183
85,2649.772830188679,1441.7781132075472
86,2649.388805970149,1441.8283582089555
87,2649.6431226765803,1441.3977695167289
88,2649.1591928251128,1441.3281016442454
89,2649.1482889733843,1442.184030418251
90,2648.4644766997712,1442.9182582123758
91,2648.073962264151,1442.7366037735849
92,2647.1882440476197,1442.858630952381
93,2646.792921686747,1443.1197289156626
94,2646.228658536585,1443.8140243902442
95,2645.1639221556884,1443.7507485029942
96,2644.6547884187084,1444.1692650334076
97,2644.6832955404384,1442.5646258503402
98,2645.217424242425,1440.8030303030305
99,2646.466266866567,1440.444527736132
100,2646.959489872468,1440.2183045761442
101,2646.864291129644,1439.313115996967
102,2646.7522658610274,1439.4569486404835
103,2646.3998510796728,1439.500372300819
104,2646.6646661665422,1439.390847711928
105,2646.813220599539,1438.7901614142968
106,2647.7431402439024,1437.8910060975606
107,2648.14470677837,1437.9154607768467
108,2647.8726450640547,1437.432554634514
109,2648.0760456273765,1436.9376425855514
110,2648.047213622291,1437.1795665634675
111,2647.0940366972477,1437.9128440366974
112,2648.136023916293,1437.7892376681616
113,2647.899075500771,1437.0762711864404
114,2648.0863531225905,1436.92367000771
115,2649.025462962963,1436.4683641975312
116,2648.87336914812,1436.2217958557176
117,2648.775636083269,1435.5898226676948
118,2649.035993740219,1435.8223787167447
119,2648.9185867895544,1435.4093701996926
120,2648.686363636364,1435.4530303030303
121,2648.987748851455,1435.2235834609494
122,2648.9598145285936,1435.1986089644513
123,2648.6526396327467,1435.5332823259373
124,2648.479878511769,1435.4009111617313
125,2648.737767584098,1434.9648318042816
126,2648.701399688958,1434.8709175738725
127,2648.4946153846154,1435.13
128,2648.52144469526,1434.566591422122
129,2648.455521472393,1434.532208588957
130,2647.218701700155,1434.7032457496136
131,2647.1037955073584,1434.8667699457785
132,2646.238749046529,1435.0785659801682
133,2644.3294209702663,1434.894366197183
134,2644.609168609169,1434.958818958819
135,2645.150769230769,1434.3446153846153
136,2646.0714285714284,1433.9185867895544
137,2646.3493044822258,1433.5409582689333
138,2646.0348297213627,1433.5371517027866
139,2646.1647241647242,1433.752136752137
140,2646.84437596302,1433.3466872110941
141,2646.651573292402,1433.1941673062165
142,2647.430269413629,1432.7353407290016
143,2647.4394057857708,1432.8795934323693
144,2647.1976923076927,1432.8923076923074
145,2647.109907120743,1433.1153250773993
146,2646.784760408484,1433.6300078554596
147,2647.0986687548943,1433.3672670321066
148,2647.728615863141,1432.1827371695178
149,2647.9593114241,1432.017214397496
150,2647.729365079365,1432.0293650793649
151,2647.3155802861684,1432.4403815580285
152,2647.464933018125,1432.5082742316786
153,2647.367058823529,1432.0729411764707
154,2647.001592356688,1432.593152866242
155,2647.664006384677,1432.4317637669592
156,2648.357985837923,1431.9543666404404
157,2648.4147859922173,1431.5112840466927
158,2648.4274193548385,1431.5379032258065
159,2648.559902200489,1431.60391198044
160,2646.3693407466244,1432.208895949166
161,2645.3236677115992,1432.4098746081506
162,2645.4494909945183,1432.3140172278781
163,2645.3937743190663,1432.252140077821
164,2644.547081712062,1432.2552529182879
165,2644.9625,1432.015625
166,2645.4244833068365,1431.7519872813991
167,2644.7655389457127,1432.1927616050355
168,2644.4323483670296,1431.6656298600312
169,2644.2072498029943,1431.1268715524036
170,2644.44743083004,1431.4624505928855
171,2644.417254901961,1431.8886274509805
172,2644.5229571984437,1432.0832684824902
173,2644.6356589147285,1431.6201550387598
174,2644.9442675159235,1431.5270700636945
175,2645.852707006369,1430.8972929936303
176,2646.2675059008657,1430.5830055074744
177,2647.038102643857,1430.1640746500775
178,2647.218823529412,1430.2392156862745
179,2647.0371541501972,1430.416600790514
180,2646.7677873338544,1430.6708365910868
181,2647.44,1430.6643137254905
182,2647.7301841473177,1430.0104083266613
183,2648.108064516129,1429.8491935483871
184,2648.1826923076924,1429.9030448717951
185,2647.9706582077715,1429.7636796193494
186,2647.7216,1430.2624
187,2647.4629337539427,1430.5291798107255
188,2647.6684952978053,1430.4153605015674
189,2648.0248062015507,1430.1891472868217
190,2648.346613545817,1429.588047808765
191,2648.2852589641434,1429.5593625498007
192,2648.6440281030445,1429.8922716627633
193,2648.303220738413,1429.6221523959152
