frame,centroidX,centroidY
555,787.2926136,1292.590909
556,788.240942,1292.896739
557,788.9085972999999,1294.6570140000001
558,788.1338873,1294.971376
559,787.1304347999999,1294.7001810000002
560,787.606414,1297.512148
561,789.3489484,1296.451243
562,790.0019083999999,1295.2528630000002
568,789.2166667,1294.916667
569,791.8183486,1295.911009
570,791.6744841,1296.585366
571,792.9581350999999,1297.8315890000001
572,795.229927,1299.34854
582,795.0571428999999,1296.935931
583,796.1185841,1299.4150439999999
587,794.9458128,1301.933005
588,797.2989392000001,1302.9459980000001
589,797.8617021000001,1301.6479689999999
590,799.0887246,1302.18854
591,799.7548209,1302.239669
593,794.8526221,1302.504521
594,794.462307,1302.809264
595,796.3050542000001,1301.65704
596,796.4234875,1301.2428830000001
597,796.0371377,1301.747283
598,796.3689937,1299.898459
599,796.4115522999999,1299.639892
600,796.3138297999999,1298.539894
608,792.2150538,1299.19086
609,793.1,1299.075439
610,790.5354331,1299.20385
611,790.9666374,1300.057068
612,791.9867374,1301.7161800000001
613,793.1952507,1302.532102
622,793.6131579,1297.075439
623,795.4705365,1297.563764
624,795.082083,1298.07767
