frame,centroidX,centroidY
83,1199.9903,1208.747795
84,1201.339085,1208.0388269999999
85,1203.733969,1207.289428
88,1201.529517,1203.36941
89,1201.629764,1202.938294
90,1200.590222,1202.043556
91,1197.9317199999998,1202.573898
92,1193.78729,1202.480141
93,1192.326066,1202.538389
99,1187.162617,1203.733645
100,1191.071168,1203.678832
101,1192.026032,1204.506284
102,1193.528873,1204.9945
104,1199.5392160000001,1203.811052
105,1198.938581,1204.869377
106,1199.255526,1205.412909
107,1199.892464,1206.237934
108,1199.8143460000001,1206.5468349999999
109,1199.037391,1206.88087
110,1199.616056,1207.088133
111,1199.4842019999999,1205.806149
112,1199.568847,1205.4724609999998
116,1200.869037,1198.400694
117,1201.661538,1195.3811970000002
118,1201.345607,1195.572385
120,1199.036636,1205.3230640000002
121,1198.839901,1207.8234810000001
126,1202.894061,1219.47191
127,1203.359375,1217.273849
129,1202.0424289999999,1213.537438
130,1201.755725,1212.063613
131,1202.075169,1212.0016890000002
132,1200.896959,1212.091216
133,1200.537225,1210.2597289999999
134,1199.9310050000001,1208.021295
135,1200.111408,1207.069519
136,1198.112543,1207.572165
137,1199.621343,1207.273666
138,1200.105217,1207.634783
139,1199.925386,1206.827616
140,1199.237069,1209.0120689999999
141,1198.612707,1208.8189730000001
142,1197.237069,1208.8758619999999
143,1195.502999,1208.832905
144,1195.462207,1205.97828
145,1197.2497859999999,1203.2198460000002
147,1195.942857,1202.536797
148,1198.051786,1201.020536
149,1199.5076099999999,1200.380483
150,1197.051647,1200.526269
151,1195.6874460000001,1202.617316
152,1195.260371,1203.161518
153,1195.612511,1203.3231970000002
154,1194.811419,1205.6237019999999
155,1195.368056,1205.861111
156,1195.279931,1207.0
157,1195.8566369999999,1205.314159
158,1195.156915,1202.695035
159,1194.938794,1201.617462
160,1192.3336279999999,1202.836283
162,1191.299465,1203.4875220000001
163,1192.062963,1201.715741
164,1195.795575,1199.484956
165,1193.595361,1201.0515460000001
168,1197.3788710000001,1194.327869
169,1194.552036,1197.346606
173,1200.0071619999999,1195.4127130000002
174,1198.322751,1196.8835980000001
175,1196.482759,1196.048094
177,1193.7188640000002,1196.952381
178,1193.921173,1196.6581119999998
179,1193.530317,1197.6434390000002
181,1198.213012,1201.410873
182,1199.165968,1202.348701
183,1199.05988,1202.8092390000002
184,1202.9735970000002,1202.85066
188,1211.404972,1207.4105849999999
189,1207.934946,1203.831526
190,1207.455403,1202.318182
191,1204.667498,1203.222776
193,1206.54946,1201.773067
194,1205.757732,1197.451031
195,1205.833757,1197.536047
196,1201.815609,1198.536878
198,1205.883781,1195.816132
199,1205.821273,1195.602441
202,1205.416382,1196.001706
203,1202.744444,1198.521368
204,1203.178662,1198.38696
205,1204.9313300000001,1197.744206
206,1206.417667,1195.892796
207,1207.0793099999999,1194.852586
208,1205.14298,1196.541774
209,1203.915194,1197.15636
210,1206.3377189999999,1198.4543859999999
211,1206.7079039999999,1198.59622
212,1206.156034,1198.518966
213,1206.925176,1196.7799300000001
214,1205.868659,1196.4873189999998
215,1203.024324,1197.745045
217,1201.5271890000001,1199.042396
218,1201.321168,1199.589416
219,1201.010949,1199.944343
220,1201.720615,1200.452984
222,1203.183857,1200.440359
223,1203.64843,1199.744395
224,1202.985841,1199.725664
225,1200.470803,1200.72354
226,1201.195349,1198.129302
228,1197.245917,1200.2577130000002
229,1196.227941,1200.973346
230,1195.82216,1201.598696
231,1195.96555,1201.3684210000001
232,1195.608654,1201.240385
233,1193.4629630000002,1202.951852
234,1192.770492,1203.231437
235,1194.6311859999998,1201.695612
236,1194.420412,1200.927903
237,1193.6518449999999,1199.199622
238,1191.537383,1200.0476640000002
239,1192.660342,1198.013283
241,1187.589888,1200.773408
242,1190.084924,1200.413168
243,1191.129719,1199.954501
244,1191.196515,1199.889642
506,1212.897595,1300.1086109999999
507,1213.832702,1302.8932630000002
508,1210.750193,1305.196608
509,1211.9063230000002,1309.9750199999999
510,1210.279365,1313.149206
512,1206.707929,1314.619741
513,1204.072742,1318.158273
514,1201.364516,1316.6951609999999
588,1330.440718,1130.033541
589,1328.332058,1128.89671
