frame,centroidX,centroidY
26,1015.887917,1608.145469
27,1017.2779119999999,1608.2257029999998
28,1020.001623,1610.989448
29,1022.667774,1610.644518
36,1041.551146,1615.006173
37,1041.246858,1615.2836619999998
38,1038.6453900000001,1616.287234
39,1035.847567,1617.6877869999998
40,1033.6131990000001,1618.067828
42,1038.378159,1615.0713
43,1039.028803,1616.377138
44,1035.4689779999999,1617.883212
46,1027.698333,1622.335833
47,1020.6723119999999,1623.037257
48,1017.483986,1623.335409
50,1008.252853,1620.475856
51,1009.8976779999999,1619.398968
52,1013.9946279999999,1618.096688
53,1015.653285,1617.864964
78,1079.703959,1596.311532
79,1079.883305,1595.402896
90,1077.900901,1598.42588
91,1076.4007119999999,1603.926091
92,1075.2770269999999,1604.96139
93,1077.045764,1604.064265
96,1077.594727,1603.3378910000001
97,1077.074928,1603.123919
98,1076.9527560000001,1603.19685
100,1077.098522,1603.126108
101,1078.150434,1603.570878
105,1079.335015,1605.28557
106,1079.427851,1605.155399
107,1079.373239,1605.2052310000001
108,1079.82085,1605.1963560000002
109,1080.114343,1604.770311
110,1080.817904,1604.7049849999999
111,1081.094663,1604.0835849999999
116,1077.4062199999998,1601.4256560000001
117,1078.694151,1599.287632
121,1075.771287,1597.567327
122,1076.3984380000002,1596.8320310000001
125,1075.692085,1596.303089
126,1075.571569,1596.3490199999999
127,1075.676385,1596.417881
128,1076.120192,1595.5875
136,1072.510053,1602.663492
137,1073.296842,1601.775789
138,1073.835646,1601.64461
139,1073.984076,1601.3641189999998
140,1074.0202769999999,1601.203842
141,1074.4549359999999,1601.5
142,1075.287107,1601.6706390000002
143,1076.46395,1600.5673980000001
144,1076.908802,1599.917285
145,1076.7585490000001,1599.430052
146,1076.818276,1599.6012460000002
147,1076.4518130000001,1599.712953
148,1075.7741939999999,1600.3350679999999
161,1071.213253,1605.066265
162,1071.0859560000001,1605.050847
163,1071.100861,1605.3751539999998
164,1071.128606,1605.326923
169,1071.757467,1604.9187570000001
170,1071.515042,1604.895307
182,1072.412107,1603.5587890000002
183,1072.453693,1603.958968
184,1072.666275,1603.8378380000001
185,1072.573271,1603.743259
187,1072.799304,1603.577726
188,1072.857307,1602.945915
189,1072.636468,1603.2041279999999
190,1071.727485,1603.88655
198,1072.169231,1603.3242599999999
199,1072.042874,1603.1946699999999
210,1069.565882,1608.507059
211,1069.84229,1608.8551400000001
212,1069.776879,1609.042775
218,1068.943182,1609.042045
219,1069.216518,1608.81808
220,1069.6504419999999,1608.005531
225,1067.489051,1606.360792
226,1067.945838,1604.702106
227,1068.196689,1603.40409
228,1067.8275529999999,1603.605973
229,1065.667606,1604.113615
233,1061.723938,1612.906371
234,1060.1960589999999,1614.62069
235,1058.966967,1615.204204
236,1058.442987,1616.0050449999999
248,1065.555556,1629.174747
249,1065.538017,1630.590953
250,1066.447217,1631.786948
251,1066.8861630000001,1636.2796859999999
