frame,ID,centroidX,centroidY,dir,1cm
2,1783,1449.094827586207,414.42241379310343,311.2589730829702,89.16973848301049
4,3549,480.9344262295082,406.9344262295082,241.39149414207296,38.19644901661811
4,2037,1684.4155844155844,1104.448051948052,83.00046674754554,53.08214806759137
5,3037,1970.7978997843231,1074.5221221046058,90.19919350691103,12464.755996451759
5,3543,1801.1081081081081,1497.1756756756756,110.04542752111612,48.299238134787814
6,1917,1800.9178082191781,1496.958904109589,8.848931003232844,27.813227045455946
7,3611,1599.5916271721958,1058.8862559241707,267.63726531380075,192.6520104919864
9,1211,1364.545054945055,1025.6967032967034,133.47372792313612,96.19011875496886
10,3583,2088.1918335901387,1403.1070878274268,1.3157102332887685,138.04153898203288
11,2014,1135.6912751677853,1630.5838926174497,147.1060718849173,57.77342085627317
14,3003,1442.6237623762377,1453.118811881188,327.21858790633763,18.28685993100876
14,4087,2842.6473988439307,1737.092485549133,29.506566367791716,41.933905907899344
15,4095,892.0491803278688,1928.1065573770493,349.9521428908462,35.92639465840777
18,3035,1308.9077429983527,1818.6166941241077,76.63457632371126,149.08975292761758
20,2939,1268.9007751937984,960.7170542635658,177.95524289669953,115.35987993496136
20,1911,2797.7545454545457,1809.1,112.9912298783579,36.712301537438236
22,3567,3309.4362416107383,586.3489932885906,225.34708534611275,36.961906400491394
26,3821,2133.3121693121693,1313.0,319.2934359200084,69.23657532500584
28,2703,1546.409090909091,1140.5378787878788,153.91476591346537,44.467515858615364
30,2125,1987.9882352941177,1053.7411764705882,28.75739036955844,77.30032801099453
33,3005,1972.0013335722751,1074.9223654551415,357.27903887116724,7162.321677646937
33,3815,2040.2443181818182,1059.840909090909,110.80880198560246,55.66787510850708
35,4087,2089.213076923077,1402.9853846153846,46.645721086614685,157.1731259060679
36,2939,3072.935185185185,227.80092592592592,263.511895657135,44.552645358184904
37,3655,1177.5934489402698,899.140655105973,292.6064543661127,135.36592868853265
39,596,1255.4867688022284,1415.950557103064,37.309182585891676,142.4913236195695
40,3547,2088.3464285714285,1407.6553571428572,21.49891020547418,87.4659112629856
41,4091,1151.9130434782608,1598.5507246376812,26.291802427030074,43.13310276005973
41,2999,1986.460606060606,825.1272727272727,164.06545600733983,61.51110798762596
43,2942,1470.5668168168168,1740.3498498498498,250.78622259584026,114.30821675708003
44,1911,3309.6336996336995,585.0842490842491,52.051049066546916,39.28564784314136
45,4095,1682.697435897436,1104.9692307692308,357.3228167615287,84.66326903610634
45,2014,1974.1460815047021,1401.4940438871474,120.85964503369811,179.77751905263187
46,3662,2195.064114832536,1385.3827751196172,282.12858735895225,107.34918378277736
47,3967,2036.7074569789675,1125.493307839388,119.08178995068789,85.59120697525458
48,3771,1296.4748603351954,1191.4830540037244,5.573572530854552,179.02923243384518
48,3072,1799.8317757009345,1497.1495327102805,164.636622572333,64.02054851754424
51,1975,842.6125,1181.85,108.54384254272973,80.44210969011112
51,3711,2965.776699029126,1342.611650485437,321.5761351455611,49.170928421495034
52,2031,1599.4021479713604,1059.1141607000795,273.113706757944,190.4426571592281
53,651,1515.7142857142858,412.97802197802196,101.91815399389968,37.79106187598896
53,2943,2037.3468208092486,1126.3603082851637,10.491202190314247,80.65334820765219
54,3888,889.5871559633027,1762.5412844036698,26.076202021929085,62.844572445062454
54,2187,1463.0291262135922,946.6796116504854,106.06901774304198,38.625949156147904
54,4091,1576.7552742616033,1594.0928270042193,60.68503440109625,75.59188774329
58,4062,1674.5986842105262,1420.532894736842,34.36929393925408,58.0367395210986
60,3821,1201.7667161961367,1632.7503714710253,280.6929509404049,67.27589291740746
61,3967,1315.9946524064171,266.18716577540107,324.400398377386,56.863020146927454
61,2431,1449.591928251121,414.24439461883406,98.79596546222501,85.01486542532467
63,1584,1176.3862433862435,896.2910052910053,7.690070110491209,135.87371735480545
63,3453,1359.6053122087606,910.7362534948742,345.6280747890706,177.21866086761923
63,2238,2022.65770609319,1208.6535244922343,98.67373737393746,165.55708540024827
63,511,2965.0746268656717,385.589552238806,298.3335366895734,62.017934432162065
64,1982,1974.0439024390244,1401.0725609756098,150.9092104138003,157.25191651085424
64,4095,1987.642857142857,824.6363636363636,352.65485991414175,53.35537260265791
65,3047,1296.4525117739404,1191.9489795918366,359.57258854948725,181.21093757930365
66,3001,1972.0882697490104,1073.0481990083981,182.68988699205642,7257.350188888224
66,289,1558.2087912087911,1582.7565511411665,167.0979115050451,123.54501361195311
