frame,centroidX,centroidY
1,695.8446244,722.0949926
2,695.4900807999999,722.5951506
3,695.7122781,723.8897929
4,696.2743628,724.3418291
5,696.4758722999999,724.0489977999999
6,696.2388724,723.8486647000001
7,696.4279346,723.8967311000001
8,696.4116313999999,723.8308157
9,696.357037,723.4918518999999
10,696.2946824,723.1698671
11,696.0571428999999,722.8512821
12,695.9192364,722.6226138
13,695.9934971,722.3699422
14,695.861516,722.2638484
15,696.0191176,722.1941176
16,695.8817915,722.2562408
17,695.8243045,721.9128843
18,695.9343545,721.896426
19,696.0043796,722.1131387
20,695.7759883,722.295754
21,695.8586006,722.2966472
22,696.1105417,722.3286969
23,696.1429624,722.5541636
24,696.0051737000001,722.578714
25,695.9690722,722.6296024000001
26,696.1214953,722.1768512
27,696.1647399,722.3959537999999
28,696.0194805,722.3932179
29,695.7235772000001,722.0310421
30,695.9666172,721.8813056
31,696.1405325000001,721.5362426
32,696.1054572,721.6939528
33,695.8526161,721.3736183
34,696.1666667000001,721.3700441000001
35,696.2411038,721.6623093999999
36,695.8942795,721.7335264
37,696.1183824,721.5963235
38,696.0991918,721.3930932999999
39,696.1531664,721.5044182999999
40,696.0701242,721.4996348
42,696.4466231,721.4183007
43,696.3823316,721.1918899
44,696.0804682,721.1448427
45,696.0769231,721.0212454
46,696.5649635,721.080292
47,696.584425,721.1754003
48,696.3017493,721.1851312000001
49,696.3265306,721.0335277
50,696.4211299,721.0432869
51,696.4045858,721.0857988
52,696.3199703,721.169265
53,696.3672107000001,721.1735905
54,696.4849154,721.00883
55,696.3636364,721.0645161
56,696.0687135,720.9978070000001
57,696.2183150000001,721.0468864000001
58,696.3529412,721.1580882000001
59,696.1962825,721.2431227000001
60,696.1487179,721.1728937999999
61,696.1814842,721.3291697000001
62,696.4890351,721.3216374
63,696.4257642000001,721.4839883999999
64,696.4039445000001,721.4923302
65,696.4704595,721.4682713
66,696.3516484,721.5736264
67,696.3884057999999,721.6144928
68,696.2972384,721.5770349
69,696.4292035,721.5022124
70,696.3960613,721.4179431
71,696.1375815,721.5872555999999
72,696.3989788,721.5426696000001
73,696.2488987,721.6762115
74,696.4551471,721.6066176
75,696.4545455,721.6546921
76,696.2228739,721.2133431
77,696.4285714,721.3589744
78,696.5099338,721.3818985
79,696.2900875,721.3913994
80,696.3220836,721.3088775
81,696.4606414,721.4526239
82,696.4260615000001,721.4040996
83,696.5628215,721.4577517000001
84,696.5246734,721.4383164
85,696.6596364,721.5629091
86,696.3762009999999,721.5033258999999
87,696.5303253999999,721.4304734
88,696.656994,721.5811012
89,696.7321559999999,721.4098602000001
90,696.5136732999999,721.4079823
91,696.5713218999999,721.3525019
92,696.5454545,721.3812317000001
93,696.6077713,721.494868
94,696.5929464,721.6135195
95,696.4269993,721.083639
96,696.2813884999999,721.16839
97,696.4353639999999,721.2243685
98,696.6136529,721.4909223
99,696.6454947999999,721.4217133999999
100,696.7357664,721.480292
101,696.3737972,721.2857142999999
102,696.4767870000001,721.3876197000001
103,696.5469208,721.4809384
104,696.4524157999999,721.5739384999999
105,696.3948529,721.4823529
106,696.6967033,721.4805861000001
107,696.6574545,721.4436364000001
108,696.8854242000001,721.5591007999999
109,696.7257476,721.6856309
110,696.7364964,721.3729927
111,696.8265007,721.2994143
112,696.7817781,721.5106539
113,696.6567919,721.3656069
114,696.7969321,721.3009496000001
115,696.5508413,721.2757864
116,696.5922116,721.0822923999999
117,696.6355621,721.1124173
118,696.5272331,721.3326071
119,696.6105805,721.3850110000001
120,696.4653392000001,721.3045722999999
