"","X1","X14","X4"
"5427",93,121,4
"5431",93,152,4
"5435",93,181,6
"5443",93,226,9
"5466",93,341,4
"5470",93,361,6
"5483",93,427,9
"5488",93,456,7
"5499",93,514,9
"5509",93,579,9
"5514",93,613,6
"5524",93,679,9
"5543",93,809,8
"5547",93,862,4
"5557",93,1028,7
"5567",93,1112,5
"5586",93,1465,8
"5598",93,1704,8
"5619",93,1947,9
"5643",93,2230,11
"5655",93,2413,4
"5665",93,2585,6
"5669",93,2827,9
"5676",93,2880,11
"5680",93,2919,9
"5696",93,3085,4
"5705",93,3375,11
"5714",93,3524,9
"5720",93,3757,9
"6966",121,152,6
"6970",121,181,4
"6978",121,226,7
"7001",121,341,6
"7005",121,361,4
"7018",121,427,9
"7023",121,456,9
"7034",121,514,11
"7044",121,579,7
"7049",121,613,6
"7059",121,679,11
"7078",121,809,4
"7082",121,862,8
"7092",121,1028,11
"7102",121,1112,7
"7121",121,1465,4
"7133",121,1704,8
"7154",121,1947,11
"7178",121,2230,9
"7190",121,2413,6
"7200",121,2585,4
"7204",121,2827,11
"7211",121,2880,9
"7215",121,2919,11
"7231",121,3085,8
"7240",121,3375,9
"7249",121,3524,13
"7255",121,3757,11
"8180",152,181,6
"8188",152,226,7
"8211",152,341,8
"8215",152,361,8
"8228",152,427,7
"8233",152,456,5
"8244",152,514,7
"8254",152,579,11
"8259",152,613,10
"8269",152,679,9
"8288",152,809,8
"8292",152,862,6
"8302",152,1028,7
"8312",152,1112,5
"8331",152,1465,6
"8343",152,1704,4
"8364",152,1947,7
"8388",152,2230,9
"8400",152,2413,8
"8410",152,2585,6
"8414",152,2827,9
"8421",152,2880,11
"8425",152,2919,13
"8441",152,3085,6
"8450",152,3375,13
"8459",152,3524,9
"8465",152,3757,9
"9382",181,226,7
"9405",181,341,6
"9409",181,361,8
"9422",181,427,9
"9427",181,456,11
"9438",181,514,11
"9448",181,579,9
"9453",181,613,6
"9463",181,679,7
"9482",181,809,6
"9486",181,862,10
"9496",181,1028,9
"9506",181,1112,11
"9525",181,1465,4
"9537",181,1704,8
"9558",181,1947,11
"9582",181,2230,5
"9594",181,2413,8
"9604",181,2585,6
"9608",181,2827,13
"9615",181,2880,11
"9619",181,2919,11
"9635",181,3085,8
"9644",181,3375,9
"9653",181,3524,11
"9659",181,3757,9
"11745",226,341,11
"11749",226,361,9
"11762",226,427,6
"11767",226,456,6
"11778",226,514,6
"11788",226,579,6
"11793",226,613,9
"11803",226,679,6
"11822",226,809,9
"11826",226,862,9
"11836",226,1028,8
"11846",226,1112,8
"11865",226,1465,9
"11877",226,1704,7
"11898",226,1947,10
"11922",226,2230,6
"11934",226,2413,9
"11944",226,2585,11
"11948",226,2827,10
"11955",226,2880,8
"11959",226,2919,8
"11975",226,3085,11
"11984",226,3375,10
"11993",226,3524,8
"11999",226,3757,10
"18120",341,361,4
"18133",341,427,9
"18138",341,456,7
"18149",341,514,9
"18159",341,579,7
"18164",341,613,4
"18174",341,679,9
"18193",341,809,8
"18197",341,862,6
"18207",341,1028,7
"18217",341,1112,7
"18236",341,1465,8
"18248",341,1704,12
"18269",341,1947,9
"18293",341,2230,9
"18305",341,2413,6
"18315",341,2585,8
"18319",341,2827,9
"18326",341,2880,7
"18330",341,2919,7
"18346",341,3085,8
"18355",341,3375,9
"18364",341,3524,7
"18370",341,3757,11
"19187",361,427,5
"19192",361,456,5
"19203",361,514,9
"19213",361,579,7
"19218",361,613,4
"19228",361,679,9
"19247",361,809,4
"19251",361,862,8
"19261",361,1028,9
"19271",361,1112,7
"19290",361,1465,6
"19302",361,1704,8
"19323",361,1947,9
"19347",361,2230,11
"19359",361,2413,4
"19369",361,2585,8
"19373",361,2827,7
"19380",361,2880,7
"19384",361,2919,7
"19400",361,3085,8
"19409",361,3375,7
"19418",361,3524,9
"19424",361,3757,9
"22507",427,456,4
"22518",427,514,6
"22528",427,579,8
"22533",427,613,9
"22543",427,679,4
"22562",427,809,7
"22566",427,862,9
"22576",427,1028,8
"22586",427,1112,8
"22605",427,1465,7
"22617",427,1704,7
"22638",427,1947,4
"22662",427,2230,8
"22674",427,2413,7
"22684",427,2585,11
"22688",427,2827,4
"22695",427,2880,10
"22699",427,2919,6
"22715",427,3085,9
"22724",427,3375,6
"22733",427,3524,8
"22739",427,3757,6
"23748",456,514,6
"23758",456,579,8
"23763",456,613,9
"23773",456,679,8
"23792",456,809,9
"23796",456,862,7
"23806",456,1028,6
"23816",456,1112,4
"23835",456,1465,9
"23847",456,1704,7
"23868",456,1947,6
"23892",456,2230,10
"23904",456,2413,7
"23914",456,2585,11
"23918",456,2827,6
"23925",456,2880,6
"23929",456,2919,8
"23945",456,3085,9
"23954",456,3375,10
"23963",456,3524,4
"23969",456,3757,8
"26376",514,579,4
"26381",514,613,7
"26391",514,679,4
"26410",514,809,9
"26414",514,862,7
"26424",514,1028,4
"26434",514,1112,6
"26453",514,1465,13
"26465",514,1704,7
"26486",514,1947,6
"26510",514,2230,8
"26522",514,2413,11
"26532",514,2585,9
"26536",514,2827,4
"26543",514,2880,6
"26547",514,2919,6
"26563",514,3085,9
"26572",514,3375,10
"26581",514,3524,8
"26587",514,3757,8
"28656",579,613,5
"28666",579,679,6
"28685",579,809,7
"28689",579,862,9
"28699",579,1028,8
"28709",579,1112,8
"28728",579,1465,11
"28740",579,1704,11
"28761",579,1947,8
"28785",579,2230,8
"28797",579,2413,11
"28807",579,2585,7
"28811",579,2827,6
"28818",579,2880,4
"28822",579,2919,6
"28838",579,3085,11
"28847",579,3375,8
"28856",579,3524,10
"28862",579,3757,10
"29766",613,679,5
"29785",613,809,6
"29789",613,862,8
"29799",613,1028,7
"29809",613,1112,9
"29828",613,1465,10
"29840",613,1704,8
"29861",613,1947,11
"29885",613,2230,9
"29897",613,2413,6
"29907",613,2585,8
"29911",613,2827,9
"29918",613,2880,7
"29922",613,2919,5
"29938",613,3085,8
"29947",613,3375,9
"29956",613,3524,9
"29962",613,3757,7
"31910",679,809,9
"31914",679,862,9
"31924",679,1028,6
"31934",679,1112,10
"31953",679,1465,11
"31965",679,1704,7
"31986",679,1947,6
"32010",679,2230,6
"32022",679,2413,9
"32032",679,2585,11
"32036",679,2827,6
"32043",679,2880,10
"32047",679,2919,4
"32063",679,3085,9
"32072",679,3375,8
"32081",679,3524,8
"32087",679,3757,4
"35676",809,862,8
"35686",809,1028,11
"35696",809,1112,11
"35715",809,1465,4
"35727",809,1704,6
"35748",809,1947,9
"35772",809,2230,11
"35784",809,2413,6
"35794",809,2585,4
"35798",809,2827,7
"35805",809,2880,7
"35809",809,2919,9
"35825",809,3085,8
"35834",809,3375,7
"35843",809,3524,13
"35849",809,3757,9
"36432",862,1028,9
"36442",862,1112,7
"36461",862,1465,10
"36473",862,1704,8
"36494",862,1947,7
"36518",862,2230,11
"36530",862,2413,6
"36540",862,2585,8
"36544",862,2827,7
"36551",862,2880,9
"36555",862,2919,7
"36571",862,3085,8
"36580",862,3375,11
"36589",862,3524,9
"36595",862,3757,11
"38237",1028,1112,4
"38256",1028,1465,11
"38268",1028,1704,7
"38289",1028,1947,8
"38313",1028,2230,8
"38325",1028,2413,9
"38335",1028,2585,11
"38339",1028,2827,8
"38346",1028,2880,8
"38350",1028,2919,8
"38366",1028,3085,5
"38375",1028,3375,8
"38384",1028,3524,4
"38390",1028,3757,6
"39951",1112,1465,9
"39963",1112,1704,7
"39984",1112,1947,6
"40008",1112,2230,10
"40020",1112,2413,9
"40030",1112,2585,9
"40034",1112,2827,8
"40041",1112,2880,8
"40045",1112,2919,10
"40061",1112,3085,7
"40070",1112,3375,10
"40079",1112,3524,6
"40085",1112,3757,8
"42908",1465,1704,6
"42929",1465,1947,7
"42953",1465,2230,9
"42965",1465,2413,8
"42975",1465,2585,6
"42979",1465,2827,11
"42986",1465,2880,11
"42990",1465,2919,13
"43006",1465,3085,8
"43015",1465,3375,7
"43024",1465,3524,11
"43030",1465,3757,9
"44603",1704,1947,7
"44627",1704,2230,11
"44639",1704,2413,8
"44649",1704,2585,8
"44653",1704,2827,9
"44660",1704,2880,11
"44664",1704,2919,11
"44680",1704,3085,6
"44689",1704,3375,11
"44698",1704,3524,9
"44704",1704,3757,5
"47210",1947,2230,10
"47222",1947,2413,11
"47232",1947,2585,9
"47236",1947,2827,4
"47243",1947,2880,10
"47247",1947,2919,8
"47263",1947,3085,9
"47272",1947,3375,8
"47281",1947,3524,8
"47287",1947,3757,6
"49634",2230,2413,11
"49644",2230,2585,9
"49648",2230,2827,10
"49655",2230,2880,8
"49659",2230,2919,8
"49675",2230,3085,11
"49684",2230,3375,6
"49693",2230,3524,8
"49699",2230,3757,8
"50634",2413,2585,8
"50638",2413,2827,7
"50645",2413,2880,9
"50649",2413,2919,5
"50665",2413,3085,4
"50674",2413,3375,7
"50683",2413,3524,7
"50689",2413,3757,7
"51353",2585,2827,7
"51360",2585,2880,7
"51364",2585,2919,11
"51380",2585,3085,6
"51389",2585,3375,9
"51398",2585,3524,13
"51404",2585,3757,9
"51618",2827,2880,6
"51622",2827,2919,4
"51638",2827,3085,7
"51647",2827,3375,6
"51656",2827,3524,8
"51662",2827,3757,6
"52035",2880,2919,6
"52051",2880,3085,11
"52060",2880,3375,8
"52069",2880,3524,6
"52075",2880,3757,10
"52265",2919,3085,9
"52274",2919,3375,6
"52283",2919,3524,6
"52289",2919,3757,6
"52970",3085,3375,7
"52979",3085,3524,7
"52985",3085,3757,5
"53258",3375,3524,8
"53264",3375,3757,6
"53462",3524,3757,6
