74,104,162,237,346,365,413,437,467,525,596,720,881,1077,1127,1203,1368,1486,1555,1730,1797,2107,2340,2418,2512,2607,2897,2954,3380,3443
75,173,196,312,377,420,442,598,696,781,911,1044,1085,1175,1419,1799,1896,1986,2118,2196,2295,2381,2452,2682,2857,3261,3388,3486,3626,3994
151,180,222,325,354,393,455,502,609,645,678,697,752,844,985,1062,1104,1180,1268,1437,1498,2006,2211,2488,2535,2701,2877,2915,3341,3488
93,121,152,181,226,341,361,427,456,514,579,613,679,809,862,1028,1112,1465,1704,1947,2230,2413,2585,2827,2880,2919,3085,3375,3524,3757
