frame,ID,centroidX,centroidY,dir,1cm
0,3274,937.9321766561515,508.5993690851735,278.1209291065648,122.03916279939229
1,3933,980.3171143328685,549.157161507696,182.1006405267817,3540.127603340406
12,3559,727.2875,661.5291666666667,278.9483045550783,52.01017314861286
12,3669,743.1083743842364,478.72906403940885,24.387143793912905,61.7846887477369
16,3822,726.6910569105692,662.5650406504066,166.36082461783232,61.08173719729119
16,3550,925.8723776223776,464.6188811188811,187.88920086175682,84.77513551466036
100,3953,805.1489361702128,149.49240121580547,53.039879471946975,69.13625824043807
100,2189,831.013986013986,134.80769230769232,354.0160216361451,97.04284300676684
100,3822,853.9,156.175,48.06984323213047,32.66420975288148
101,2190,578.6369426751593,587.8980891719746,349.1954543431517,26.056267238806726
104,1640,837.7826086956521,77.88695652173914,23.646112641116765,65.45710751862514
105,3549,989.4503390962172,555.3014672601888,183.10087678756082,3506.3287625116823
106,768,754.7718411552347,446.89675090252706,172.28992182545744,133.05714497848908
108,4094,719.6586715867159,459.6180811808118,196.534228159064,117.7433548159118
109,3896,759.3788819875776,120.67701863354037,185.7337162140522,78.3385503449067
109,3967,1389.2402234636872,965.3798882681564,112.08030856216499,48.94756636918554
111,2958,758.6438356164383,121.65753424657534,109.72091510410233,26.52264299936191
111,2394,799.7545454545455,573.0,315.6158950578765,26.912960647485924
112,2051,731.29203539823,279.27433628318585,243.36679826738788,33.06649801206329
113,3571,989.5138249847679,556.6446051545239,357.0594417078391,3705.311628363902
115,3821,590.7025641025641,414.5692307692308,337.10207313973115,28.445805906602338
115,1008,733.0285714285715,689.0,17.972453782179706,61.9699903525596
117,4095,715.3879598662207,686.571906354515,99.42117518542464,147.7766314817412
120,3967,626.7607655502393,422.9665071770335,204.69415602608814,57.33723260080822
121,313,794.00826446281,417.44628099173553,229.8515114895876,23.092331301606123
121,3805,853.3938973647712,560.5714285714286,210.0133307859217,94.5835258757777
122,1911,887.5,161.11688311688312,254.34608283580658,29.469465790231673
124,3921,1249.0819672131147,206.31967213114754,203.69016389915987,39.29220530304796
125,4094,626.9,423.0875,123.88760095617519,58.48643318375282
126,3891,417.24545454545455,189.7,85.39784683251763,62.91961255144093
127,3358,595.1098265895954,416.1849710982659,266.14147334421284,77.7458384159359
127,3447,627.1601731601731,422.9004329004329,298.34973208688325,43.60031347134258
127,2013,715.8855721393035,137.59701492537314,162.21080974297772,43.025006031762835
127,3005,959.7699680511182,544.8865814696486,60.867388666423984,88.03620727563246
128,3447,626.9439655172414,422.5991379310345,293.56381918163083,41.62237951340001
131,4094,626.936507936508,422.64285714285717,130.28522015919762,57.6192289476317
131,3477,793.6372549019608,571.8137254901961,253.09176780161067,38.821750754874635
132,2942,578.2740384615385,511.0673076923077,69.76719241305662,68.93194213374424
132,4094,626.9586776859504,422.6115702479339,131.91788325761783,57.445596311783916
133,3822,605.3880126182966,510.90851735015775,185.16851083537193,44.25819794881009
133,4094,626.9586776859504,422.6115702479339,131.91788325761783,57.445596311783916
133,3806,816.54,373.955,212.35722749882356,52.10813073771598
135,4087,490.8490566037736,558.1981132075472,176.85662386560776,43.71717160365626
135,3805,951.5592885375494,494.9288537549407,46.64499882773806,61.56888016818324
136,648,1061.8507462686566,929.320895522388,26.070207329708843,62.13473653282944
138,2846,985.6108672236793,552.4673356498245,89.28898651406048,6233.074147666288
138,1918,853.7984848484848,560.9166666666666,297.39389590917455,80.527314900783
139,2846,992.7444164292733,556.6998477862804,89.02566868796738,6185.931625695156
140,3822,740.0892857142857,667.5059523809524,247.2478272092476,38.117140383636446
141,3571,987.4083734246369,552.3322607844998,357.2539516790313,3674.5395326742014
142,3822,1047.2685714285715,144.10285714285715,303.0520359926247,60.535890056411105
146,4074,988.7186636887983,552.1876273152936,270.6390718522054,6581.848675252538
148,4080,1046.3297491039427,938.8566308243728,52.93674261956329,131.16847502467252
152,2016,829.1114808652246,505.8573211314476,330.02804452277144,292.6399856388954
152,3054,895.1477386934673,583.6834170854271,203.17184782418136,125.00083333368394
153,3583,627.4007633587786,422.8206106870229,116.62053898144696,58.43201005379598
154,739,710.9607843137255,675.0294117647059,20.58924071427679,76.71020730369159
155,2839,987.7076933927733,551.3335351958187,89.36075759685967,6219.002431873645
155,3903,474.9103448275862,533.8068965517241,47.773035130204114,88.50718746127527
155,2845,728.7737226277372,136.8905109489051,125.92825495453938,54.308282444707295
155,4081,787.6517857142857,643.3571428571429,335.4264792235659,45.42108446538101
158,1911,1142.774193548387,161.0258064516129,9.506553178446678,42.107522232937555
159,2013,787.6544117647059,642.2058823529412,21.77231011976102,38.68816060377381
159,827,865.7262969588551,616.6314847942755,84.26436638968848,111.15116047043752
160,3566,627.3642857142858,422.5857142857143,34.68750845271166,54.83784351939046
160,2989,796.0519480519481,301.35714285714283,276.7990484439953,27.761578489456774
161,1863,865.2862190812721,618.7526501766785,177.80366991438305,67.14752034490527
1000,3003,777.9011627906976,123.03779069767442,95.3327981783163,66.61144853922092
1003,1918,1523.4193548387098,410.6182795698925,157.82578621115033,16.867604496869042
1004,2865,990.4526019223426,563.5692301214957,356.9999830866429,3751.6443980060467
1007,3776,989.4923020316581,562.5547986476959,271.24859661782364,6588.17347347679
1010,3855,857.8582677165355,509.66141732283467,329.3386354240195,57.1419977730492
1011,3072,472.32530120481925,153.96901893287435,145.1310337353308,167.67616541246431
1014,3005,801.2675585284281,113.41471571906355,274.3653872681416,55.42875291087815
1017,2867,988.6725211893144,562.0206757394378,357.17350494895794,3741.1751207889197
1018,2867,990.0403300971441,562.9309124653109,357.03888360794434,3747.751533226869
1019,3567,694.327485380117,651.0818713450292,180.60830819579004,76.02611584125847
1020,3532,988.4093766543916,560.9420639344377,183.01981956142467,3468.5082376670625
1021,4095,327.1044776119403,276.8059701492537,281.87815970824175,112.9457886253635
1021,3805,1083.5391304347827,116.92173913043479,263.7831389152898,22.641226429171997
1022,3532,989.3122995516987,561.8599997305389,183.12454461708194,3462.691981414025
1022,3734,195.12844036697248,224.40366972477065,45.09113417775389,48.20141046603046
1023,3532,988.0128880263668,561.1670393387691,182.97757499603551,3466.84108479478
1023,7,1070.6239316239316,540.3162393162393,262.1466559094893,11.2482039752703
1024,3532,988.3409413890353,561.217627880311,183.01390142457626,3466.6253503776848
1024,1975,757.5757575757576,744.25,264.7106827600572,33.11158618311924
1025,3532,988.4711279251524,561.5336159811615,183.03006975255056,3464.5639812584473
1025,3519,757.982905982906,745.0940170940171,195.42352749837642,46.32571475329133
1025,3840,1045.2800925925926,123.20833333333333,166.47230308954846,57.45041764764769
1028,3054,856.7552447552448,508.61538461538464,261.9702550465229,43.68615332743338
1029,1863,505.46904315196997,428.64915572232644,92.7136810943534,75.1173486396473
1031,476,767.5851851851852,115.60740740740741,68.46323454229655,51.083325584861484
1031,2878,873.9326923076923,115.5673076923077,124.62354532593646,27.940578327858777
1035,4091,756.9212598425197,413.51181102362204,194.64157032846916,62.759458166374344
1035,3035,969.3059701492538,409.75373134328356,348.1747112396903,39.72846873393903
1037,4091,417.4391304347826,189.33913043478262,139.82053610920175,58.944375976386176
1040,3822,691.561797752809,355.7865168539326,105.48470722368639,49.23384005721473
1042,2845,988.4565984877144,560.3966808606833,88.80729609275846,6214.969198338598
1042,3324,741.565445026178,354.4921465968586,13.689168850598323,95.90007045791455
1043,3799,320.8551724137931,261.3448275862069,285.83564520481286,47.949593704166844
1044,2845,989.6934731665112,560.3012188943663,88.81137973321245,6206.712386008749
1045,4095,319.2,255.1851851851852,317.04091353008874,74.51218020134151
1047,3464,989.1042575080079,560.0568788303801,183.09099849071117,3474.613269397778
1047,1417,717.893023255814,665.8744186046512,126.45191532889105,61.008410446569115
1057,3227,711.5820895522388,153.33955223880596,45.38942104029511,56.9227784601459
1058,3234,784.004854368932,115.88349514563107,105.47730654875855,30.945584824413153
1059,1763,652.0181818181818,394.41818181818184,160.06669526469005,25.321556195288757
1061,2935,987.9911644871514,558.5743974366541,357.220050087089,3706.212926335348
1061,3538,607.9936034115138,383.45202558635395,112.75377236964822,29.797467684099193
1061,1848,632.0858369098712,380.3733905579399,346.34041851208957,108.70239503418914
1064,2935,988.1989192990912,558.6308010766455,357.19838213093806,3706.3471031314357
1065,3840,459.484756097561,293.7103658536585,239.95471678700636,90.42653697290979
