"","X1","X14","X4"
"4491",74,104,4
"4499",74,162,6
"4511",74,237,7
"4534",74,346,4
"4538",74,365,9
"4547",74,413,11
"4552",74,437,11
"4557",74,467,7
"4567",74,525,9
"4577",74,596,9
"4596",74,720,7
"4616",74,881,9
"4630",74,1077,10
"4636",74,1127,9
"4642",74,1203,9
"4648",74,1368,6
"4654",74,1486,6
"4658",74,1555,6
"4667",74,1730,6
"4673",74,1797,10
"4700",74,2107,9
"4718",74,2340,9
"4723",74,2418,7
"4729",74,2512,6
"4733",74,2607,6
"4744",74,2897,11
"4751",74,2954,7
"4773",74,3380,13
"4778",74,3443,9
"6049",104,162,4
"6061",104,237,5
"6084",104,346,6
"6088",104,365,5
"6097",104,413,9
"6102",104,437,11
"6107",104,467,11
"6117",104,525,7
"6127",104,596,7
"6146",104,720,9
"6166",104,881,7
"6180",104,1077,8
"6186",104,1127,7
"6192",104,1203,11
"6198",104,1368,4
"6204",104,1486,6
"6208",104,1555,10
"6217",104,1730,6
"6223",104,1797,10
"6250",104,2107,7
"6268",104,2340,7
"6273",104,2418,7
"6279",104,2512,8
"6283",104,2607,8
"6294",104,2897,9
"6301",104,2954,11
"6323",104,3380,9
"6328",104,3443,11
"8489",162,237,7
"8512",162,346,8
"8516",162,365,9
"8525",162,413,9
"8530",162,437,9
"8535",162,467,9
"8545",162,525,9
"8555",162,596,9
"8574",162,720,9
"8594",162,881,9
"8608",162,1077,8
"8614",162,1127,7
"8620",162,1203,7
"8626",162,1368,8
"8632",162,1486,6
"8636",162,1555,8
"8645",162,1730,4
"8651",162,1797,10
"8678",162,2107,7
"8696",162,2340,7
"8701",162,2418,7
"8707",162,2512,8
"8711",162,2607,8
"8722",162,2897,11
"8729",162,2954,9
"8751",162,3380,9
"8756",162,3443,11
"12034",237,346,11
"12038",237,365,4
"12047",237,413,6
"12052",237,437,6
"12057",237,467,8
"12067",237,525,6
"12077",237,596,8
"12096",237,720,8
"12116",237,881,6
"12130",237,1077,9
"12136",237,1127,6
"12142",237,1203,8
"12148",237,1368,9
"12154",237,1486,7
"12158",237,1555,11
"12167",237,1730,9
"12173",237,1797,11
"12200",237,2107,8
"12218",237,2340,6
"12223",237,2418,8
"12229",237,2512,9
"12233",237,2607,7
"12244",237,2897,10
"12251",237,2954,10
"12273",237,3380,10
"12278",237,3443,10
"18386",346,365,7
"18395",346,413,7
"18400",346,437,9
"18405",346,467,5
"18415",346,525,9
"18425",346,596,7
"18444",346,720,7
"18464",346,881,9
"18478",346,1077,8
"18484",346,1127,9
"18490",346,1203,9
"18496",346,1368,4
"18502",346,1486,6
"18506",346,1555,8
"18515",346,1730,8
"18521",346,1797,8
"18548",346,2107,7
"18566",346,2340,11
"18571",346,2418,7
"18577",346,2512,6
"18581",346,2607,10
"18592",346,2897,7
"18599",346,2954,7
"18621",346,3380,9
"18626",346,3443,7
"19445",365,413,4
"19450",365,437,6
"19455",365,467,8
"19465",365,525,4
"19475",365,596,6
"19494",365,720,10
"19514",365,881,6
"19528",365,1077,7
"19534",365,1127,4
"19540",365,1203,10
"19546",365,1368,7
"19552",365,1486,7
"19556",365,1555,13
"19565",365,1730,11
"19571",365,1797,7
"19598",365,2107,6
"19616",365,2340,6
"19621",365,2418,8
"19627",365,2512,11
"19631",365,2607,9
"19642",365,2897,6
"19649",365,2954,10
"19671",365,3380,6
"19676",365,3443,8
"21754",413,437,4
"21759",413,467,6
"21769",413,525,4
"21779",413,596,6
"21798",413,720,8
"21818",413,881,8
"21832",413,1077,7
"21838",413,1127,8
"21844",413,1203,8
"21850",413,1368,7
"21856",413,1486,7
"21860",413,1555,11
"21869",413,1730,11
"21875",413,1797,7
"21902",413,2107,6
"21920",413,2340,8
"21925",413,2418,10
"21931",413,2512,9
"21935",413,2607,11
"21946",413,2897,6
"21953",413,2954,8
"21975",413,3380,6
"21980",413,3443,10
"23004",437,467,4
"23014",437,525,8
"23024",437,596,8
"23043",437,720,6
"23063",437,881,6
"23077",437,1077,5
"23083",437,1127,8
"23089",437,1203,4
"23095",437,1368,11
"23101",437,1486,11
"23105",437,1555,9
"23114",437,1730,13
"23120",437,1797,7
"23147",437,2107,8
"23165",437,2340,6
"23170",437,2418,8
"23176",437,2512,7
"23180",437,2607,9
"23191",437,2897,8
"23198",437,2954,8
"23220",437,3380,6
"23225",437,3443,6
"24234",467,525,10
"24244",467,596,8
"24263",467,720,4
"24283",467,881,6
"24297",467,1077,9
"24303",467,1127,8
"24309",467,1203,4
"24315",467,1368,9
"24321",467,1486,9
"24325",467,1555,7
"24334",467,1730,9
"24340",467,1797,9
"24367",467,2107,8
"24385",467,2340,10
"24390",467,2418,6
"24396",467,2512,5
"24400",467,2607,11
"24411",467,2897,6
"24418",467,2954,6
"24440",467,3380,10
"24445",467,3443,4
"26609",525,596,4
"26628",525,720,8
"26648",525,881,8
"26662",525,1077,7
"26668",525,1127,6
"26674",525,1203,10
"26680",525,1368,9
"26686",525,1486,9
"26690",525,1555,9
"26699",525,1730,9
"26705",525,1797,5
"26732",525,2107,6
"26750",525,2340,8
"26755",525,2418,12
"26761",525,2512,13
"26765",525,2607,7
"26776",525,2897,6
"26783",525,2954,8
"26805",525,3380,8
"26810",525,3443,12
"28893",596,720,4
"28913",596,881,6
"28927",596,1077,7
"28933",596,1127,6
"28939",596,1203,10
"28945",596,1368,7
"28951",596,1486,9
"28955",596,1555,9
"28964",596,1730,7
"28970",596,1797,7
"28997",596,2107,8
"29015",596,2340,8
"29020",596,2418,8
"29026",596,2512,9
"29030",596,2607,11
"29041",596,2897,4
"29048",596,2954,10
"29070",596,3380,6
"29075",596,3443,10
"32941",720,881,6
"32955",720,1077,9
"32961",720,1127,10
"32967",720,1203,6
"32973",720,1368,9
"32979",720,1486,11
"32983",720,1555,7
"32992",720,1730,7
"32998",720,1797,9
"33025",720,2107,10
"33043",720,2340,10
"33048",720,2418,8
"33054",720,2512,5
"33058",720,2607,11
"33069",720,2897,6
"33076",720,2954,6
"33098",720,3380,10
"33103",720,3443,8
"36805",881,1077,9
"36811",881,1127,8
"36817",881,1203,8
"36823",881,1368,7
"36829",881,1486,11
"36833",881,1555,7
"36842",881,1730,9
"36848",881,1797,9
"36875",881,2107,8
"36893",881,2340,6
"36898",881,2418,4
"36904",881,2512,7
"36908",881,2607,9
"36919",881,2897,4
"36926",881,2954,10
"36948",881,3380,8
"36953",881,3443,6
"39268",1077,1127,5
"39274",1077,1203,5
"39280",1077,1368,8
"39286",1077,1486,10
"39290",1077,1555,6
"39299",1077,1730,10
"39305",1077,1797,4
"39332",1077,2107,7
"39350",1077,2340,9
"39355",1077,2418,11
"39361",1077,2512,10
"39365",1077,2607,8
"39376",1077,2897,9
"39383",1077,2954,13
"39405",1077,3380,5
"39410",1077,3443,7
"40267",1127,1203,6
"40273",1127,1368,9
"40279",1127,1486,7
"40283",1127,1555,9
"40292",1127,1730,7
"40298",1127,1797,7
"40325",1127,2107,6
"40343",1127,2340,8
"40348",1127,2418,8
"40354",1127,2512,13
"40358",1127,2607,9
"40369",1127,2897,8
"40376",1127,2954,12
"40398",1127,3380,6
"40403",1127,3443,6
"41230",1203,1368,11
"41236",1203,1486,11
"41240",1203,1555,5
"41249",1203,1730,9
"41255",1203,1797,9
"41282",1203,2107,6
"41300",1203,2340,10
"41305",1203,2418,8
"41311",1203,2512,9
"41315",1203,2607,9
"41326",1203,2897,10
"41333",1203,2954,8
"41355",1203,3380,8
"41360",1203,3443,4
"42157",1368,1486,4
"42161",1368,1555,8
"42170",1368,1730,6
"42176",1368,1797,8
"42203",1368,2107,9
"42221",1368,2340,9
"42226",1368,2418,7
"42232",1368,2512,6
"42236",1368,2607,12
"42247",1368,2897,7
"42254",1368,2954,11
"42276",1368,3380,7
"42281",1368,3443,9
"43046",1486,1555,10
"43055",1486,1730,4
"43061",1486,1797,8
"43088",1486,2107,11
"43106",1486,2340,9
"43111",1486,2418,9
"43117",1486,2512,8
"43121",1486,2607,10
"43132",1486,2897,11
"43139",1486,2954,9
"43161",1486,3380,9
"43166",1486,3443,11
"43625",1555,1730,6
"43631",1555,1797,6
"43658",1555,2107,9
"43676",1555,2340,11
"43681",1555,2418,9
"43687",1555,2512,8
"43691",1555,2607,6
"43702",1555,2897,9
"43709",1555,2954,9
"43731",1555,3380,11
"43736",1555,3443,7
"44855",1730,1797,8
"44882",1730,2107,11
"44900",1730,2340,11
"44905",1730,2418,9
"44911",1730,2512,8
"44915",1730,2607,10
"44926",1730,2897,9
"44933",1730,2954,9
"44955",1730,3380,11
"44960",1730,3443,11
"45653",1797,2107,11
"45671",1797,2340,9
"45676",1797,2418,13
"45682",1797,2512,10
"45686",1797,2607,8
"45697",1797,2897,7
"45704",1797,2954,9
"45726",1797,3380,7
"45731",1797,3443,9
"48695",2107,2340,8
"48700",2107,2418,6
"48706",2107,2512,11
"48710",2107,2607,7
"48721",2107,2897,6
"48728",2107,2954,8
"48750",2107,3380,6
"48755",2107,3443,6
"50311",2340,2418,4
"50317",2340,2512,7
"50321",2340,2607,7
"50332",2340,2897,8
"50339",2340,2954,8
"50361",2340,3380,4
"50366",2340,3443,8
"50707",2418,2512,5
"50711",2418,2607,9
"50722",2418,2897,6
"50729",2418,2954,8
"50751",2418,3380,6
"50756",2418,3443,4
"51146",2512,2607,10
"51157",2512,2897,7
"51164",2512,2954,7
"51186",2512,3380,9
"51191",2512,3443,7
"51427",2607,2897,11
"51434",2607,2954,7
"51456",2607,3380,11
"51461",2607,3443,9
"52094",2897,2954,8
"52116",2897,3380,6
"52121",2897,3443,6
"52473",2954,3380,10
"52478",2954,3443,8
"53281",3380,3443,6
